paper_id,title,full_model_score_final,value_norm,query_similarity,WTP,price,price_rank,scenario
W2509511072,Understanding rollover data,0.0,0.0,0.05710967020486543,0.11421934040973088,0.01713290106145963,57,Base Case
W3209462287,Regulatory Spillovers and Data Governance: Evidence from the GDPR,0.01602788388082506,0.018586275027821585,0.037616553717976876,0.09941259536778449,0.015558587748724987,58,Base Case
W4377865288,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",0.0009453781512605043,0.001096280610420591,0.050793766539311266,0.10312928746014136,0.015508963642394367,59,Base Case
W3121561769,The Economic Consequences of Data Privacy Regulation: Empirical Evidence from GDPR,0.01717436974789916,0.019915764422640737,0.03290011590795892,0.09095784390176245,0.014277699832302959,60,Base Case
W3113404185,Blockchain Based Data and Energy Trading in Internet of Electric Vehicles,0.012814958251671277,0.014860498136036734,0.03425159676896437,0.08743565799349728,0.013570116800447021,61,Base Case
W4386021011,What is the value of data? A review of empirical methods,0.0015756302521008406,0.0018271343507009852,0.04315131101145227,0.08876050231461997,0.013370837424160576,62,Base Case
W4220901737,Data Market Design: A Systematic Literature Review,0.002993697478991597,0.0034715552663318714,0.040691717856329884,0.0859850993583535,0.013002240612329269,63,Base Case
W2045522464,Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment,0.06311392718244324,0.0731882522621826,0.0,0.0731882522621826,0.012853019933544898,64,Base Case
W2956647116,Smart Contract Based Data Trading Mode Using Blockchain and Machine Learning,0.013392857142857146,0.015530641980958375,0.03125137779123607,0.08191622924252939,0.01273270845645795,65,Base Case
W2310916783,Marketplaces for Digital Data: Quo Vadis?,0.0009815081763109043,0.0011381777558792123,0.04147095438814285,0.08445769707456224,0.012702299316427404,66,Base Case
W3096125752,Data Sharing and Market Power with Two-Sided Platforms,0.003100052521008404,0.0035948868350041885,0.03749159216609755,0.07965629541600928,0.012048668691102068,67,Base Case
W2612128091,QIRANA,0.056380113489626904,0.06537957868983871,0.0,0.06537957868983871,0.011303008061857089,68,Base Case
W3008256197,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,0.004663865546218488,0.005408317678074916,0.03301680090137634,0.07287044226473474,0.011068503615098535,69,Base Case
W2993467838,Evaluation of big data frameworks for analysis of smart grids,0.0020483193277310925,0.0023752746559112803,0.034908701344844716,0.0728560193742022,0.010988971475852873,70,Base Case
W4281293246,Business model archetypes for data marketplaces in the automotive industry,0.0020483193277310925,0.0023752746559112803,0.03482722427379828,0.07269151698873418,0.010964159359611205,71,Base Case
W4288685807,New and emerging forms of data and technologies: literature and bibliometric review,0.004254201680672269,0.00493326274689266,0.031652987317569686,0.0694884574073251,0.010543250297492071,72,Base Case
W2919782326,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,0.010180797071449851,0.011805868808344958,0.02647527954843015,0.06725693732130947,0.01036644990065968,73,Base Case
W2994622980,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,0.002993697478991597,0.0034715552663318714,0.03149498202075025,0.0673362118734097,0.010182248264341845,74,Base Case
W4310251148,Data monetization: insights from a technology-enabled literature review and research agenda,0.0036239495798319333,0.004202409006612266,0.029490819634695926,0.06417550816436592,0.009720718331384735,75,Base Case
W1841962286,A Priced Public Sensing Framework for Heterogeneous IoT Architectures,0.04912776272139038,0.05696959849663691,0.0,0.05696959849663691,0.009681377077999341,76,Base Case
W3117086259,"Fintech: what’s old, what’s new?",0.04852941176470589,0.056275738001590345,0.0,0.056275738001590345,0.009549796240906825,77,Base Case
W4289544372,The value of data in digital-based business models: Measurement and economic policy implications,0.0007878151260504203,0.0009135671753504926,0.028955967901131887,0.05903712875205409,0.008874446346842299,78,Base Case
W2123954539,Microeconomic Evidence on Price-Setting,0.04506302521008404,0.05225604243004817,0.0,0.05225604243004817,0.008794149254165074,79,Base Case
W3021370403,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,0.0018828781512605045,0.0021834255490876774,0.025459794205910147,0.053547730482057576,0.008073080691299202,80,Base Case
W2906578628,The Internet of Things: A Review of Enabled Technologies and Future Challenges,0.03529411764705883,0.04092780945570207,0.0,0.04092780945570207,0.006725451373750099,81,Base Case
W3124517880,Optimal Sticky Prices under Rational Inattention,0.030910947062566675,0.03584499162504063,0.0,0.03584499162504063,0.0058264509423658255,82,Base Case
W2011238498,Accounting for Incomplete Pass-Through,0.022027240740394156,0.025543256835969006,0.0,0.025543256835969006,0.004059848814821248,83,Base Case
W4226382147,"Smartphone App Usage Analysis: Datasets, Methods, and Applications",0.020294117647058827,0.023533490437028688,0.0,0.023533490437028688,0.0037238623758067057,84,Base Case
W2327152018,AMUSE: Empowering Users for Cost-Aware Offloading with Throughput-Delay Tradeoffs,0.017502970554055836,0.0202968169061129,0.0,0.0202968169061129,0.0031887088076990294,85,Base Case
W2166180954,Temporary Price Changes and the Real Effects of Monetary Policy,0.015436614512174582,0.017900626492869852,0.0,0.017900626492869852,0.0027972453240235097,86,Base Case
W1998665878,When Network Effect Meets Congestion Effect,0.0146734347042675,0.01701562695638014,0.0,0.01701562695638014,0.0026536800897085625,87,Base Case
W4243417153,Selling Cookies,0.014667944930225295,0.017009260897644773,0.0,0.017009260897644773,0.0026526493693461678,88,Base Case
W4288391541,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",0.014495798319327733,0.016809636026449064,0.0,0.016809636026449064,0.0026203427561369524,89,Base Case
W2156471581,Prices and Market Shares in a Menu Cost Model,0.014314548202354439,0.016599454535995373,0.0,0.016599454535995373,0.0025863578422117076,90,Base Case
W4360991875,The Economics of Digital Privacy,0.0075630252100840345,0.008770244883364729,0.0,0.008770244883364729,0.001342457750864674,91,Base Case
W4293428560,Adoption of Federated Learning for Healthcare Informatics: Emerging Applications and Future Directions,0.00740546218487395,0.00858753144829463,0.0,0.00858753144829463,0.0013139407109756017,92,Base Case
W2126626399,The Price Is Right,0.005921831555284147,0.006867081816497278,0.0,0.006867081816497278,0.0010465671569106555,93,Base Case
W4312395603,Shaping future low-carbon energy and transportation systems: Digital technologies and applications,0.0047268907563025216,0.005481403052102955,0.0,0.005481403052102955,0.0008327264806123044,94,Base Case
W3002742063,Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts,0.004411764705882354,0.005115976181962759,0.0,0.005115976181962759,0.0007765570515974574,95,Base Case
W4385311348,Evolving deep gated recurrent unit using improved marine predator algorithm for profit prediction based on financial accounting information system,0.004411764705882354,0.005115976181962759,0.0,0.005115976181962759,0.0007765570515974574,95,Base Case
W4284704402,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",0.004096638655462185,0.004750549311822561,0.0,0.004750549311822561,0.0007204810983408043,97,Base Case
W4281710558,Blockchain for Future Wireless Networks: A Decade Survey,0.0023634453781512608,0.0027407015260514775,0.0,0.0027407015260514775,0.0004137342346069369,98,Base Case
W3202764263,Regression markets and application to energy forecasting,0.0017331932773109247,0.002009847785771084,0.0,0.002009847785771084,0.0003028909887083517,99,Base Case
W3021125948,Contract Design in Hierarchical Game for Sponsored Content Service Market,0.0017331932773109247,0.002009847785771084,0.0,0.002009847785771084,0.0003028909887083517,99,Base Case
W4220799794,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,0.0011029411764705884,0.0012789940454906897,0.0,0.0012789940454906897,0.00019242164584254366,101,Base Case
W2954543879,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,0.0011029411764705884,0.0012789940454906897,0.0,0.0012789940454906897,0.00019242164584254366,101,Base Case
W3202603574,"COVID-19 acceleration in digitalisation, aggregate productivity growth and the functional income distribution",0.0011029411764705884,0.0012789940454906897,0.0,0.0012789940454906897,0.00019242164584254366,101,Base Case
W1516789636,Debt Sustainability and Procyclical Fiscal Policies in Latin America,0.0003151260504201681,0.000365426870140197,0.0,0.000365426870140197,5.486076840012671e-05,104,Base Case
W2758203152,Incentivizing self-capping to increase cloud utilization,0.00015756302521008404,0.0001827134350700985,0.0,0.0001827134350700985,2.7418699730289062e-05,105,Base Case
