paper_id,title,full_model_score,query_similarity,WTP,price,price_rank
W3113404185,Blockchain Based Data and Energy Trading in Internet of Electric Vehicles,0.012814958251671277,0.03425159676896437,0.09021056708974833,0.014069556174313063,63
W4386021011,What is the value of data? A review of empirical methods,0.0015756302521008406,0.04315131101145227,0.08912075094442638,0.0134334584137856,64
W2956647116,Smart Contract Based Data Trading Mode Using Blockchain and Machine Learning,0.013392857142857146,0.03125137779123606,0.08476163929337344,0.013242517087991955,65
W4220901737,Data Market Design: A Systematic Literature Review,0.002993697478991597,0.040691717856329884,0.08665955979842407,0.013119662172733243,66
W2310916783,Marketplaces for Digital Data: Quo Vadis?,0.0012238940137926267,0.04147095438814285,0.08510905676235858,0.012814831964702044,67
W3096125752,Data Sharing and Market Power with Two-Sided Platforms,0.0030388444776191285,0.03749159216609755,0.08023543756443817,0.012148779884365274,68
W2612128091,QIRANA,0.05141880426853278,0.0,0.06836570153062195,0.01189070943061422,69
W3008256197,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,0.00434873949579832,0.03301680090137634,0.07334285399184988,0.0111498525816195,70
W3117086259,"Fintech: what’s old, what’s new?",0.04852941176470589,0.0,0.0645240068756894,0.011135772643506315,71
W2993467838,Evaluation of big data frameworks for analysis of smart grids,0.0020483193277310925,0.03490870134484471,0.07330138585555293,0.011065078433587753,72
W4281293246,Business model archetypes for data marketplaces in the automotive industry,0.0020483193277310925,0.03482722427379828,0.07313665654587044,0.011040212017889428,73
W4288685807,New and emerging forms of data and technologies: literature and bibliometric review,0.004254201680672269,0.031652987317569686,0.07039461665152785,0.01069855369509115,74
W2994622980,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,0.002993697478991597,0.03149498202075025,0.067973236317408,0.010290681136000561,75
W2123954539,Microeconomic Evidence on Price-Setting,0.04506302521008404,0.0,0.05991514924171158,0.010243711174286537,76
W4310251148,Data monetization: insights from a technology-enabled literature review and research agenda,0.0036239495798319333,0.029490819634695926,0.06493676743281576,0.009850025967026183,77
W2919782326,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,0.006447666214085541,0.02647527954843015,0.06333900536652558,0.009690896541810465,78
W4289544372,The value of data in digital-based business models: Measurement and economic policy implications,0.0007878151260504203,0.028955967901131887,0.05920204696218664,0.008902011324357785,79
W3021370403,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,0.0018828781512605045,0.025459794205910147,0.05393293418092395,0.008137196524570633,80
W2906578628,The Internet of Things: A Review of Enabled Technologies and Future Challenges,0.03529411764705883,0.0,0.04692655045504684,0.007809717966420546,81
W3124517880,Optimal Sticky Prices under Rational Inattention,0.024778993478492346,0.0,0.03294579281798951,0.005321767765240488,82
W4226382147,"Smartphone App Usage Analysis: Datasets, Methods, and Applications",0.020294117647058827,0.0,0.02698276651165193,0.004302239367765603,83
W2011238498,Accounting for Incomplete Pass-Through,0.01858609802302424,0.0,0.024711808221463637,0.003920506946170584,84
W4243417153,Selling Cookies,0.014667568790478112,0.0,0.019501788195478504,0.003058380139309232,85
W4288391541,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",0.014495798319327733,0.0,0.01927340465117995,0.003021023142073836,86
W2156471581,Prices and Market Shares in a Menu Cost Model,0.01385920726672172,0.0,0.018427002356948437,0.0028828943990943097,87
W2166180954,Temporary Price Changes and the Real Effects of Monetary Policy,0.013701644241511636,0.0,0.018217508828131265,0.002848783493985754,88
W1998665878,When Network Effect Meets Congestion Effect,0.012663131510541067,0.0,0.01683671725953513,0.002624723855757404,89
W4360991875,The Economics of Digital Privacy,0.0075630252100840345,0.0,0.010055689383224322,0.0015437443186238097,90
W4293428560,Adoption of Federated Learning for Healthcare Informatics: Emerging Applications and Future Directions,0.00740546218487395,0.0,0.009846195854407148,0.0015108610286422427,91
W2126626399,The Price Is Right,0.00542694471636437,0.0,0.007215587526394635,0.0011005607751320668,92
W4312395603,Shaping future low-carbon energy and transportation systems: Digital technologies and applications,0.0047268907563025216,0.0,0.006284805864515201,0.0009565454543414057,93
W4385311348,Evolving deep gated recurrent unit using improved marine predator algorithm for profit prediction based on financial accounting information system,0.004411764705882354,0.0,0.005865818806880855,0.0008919155616284332,94
W3002742063,Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts,0.004411764705882354,0.0,0.005865818806880855,0.0008919155616284332,94
W4284704402,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",0.004096638655462185,0.0,0.005446831749246507,0.000827408554023586,96
W2327152018,AMUSE: Empowering Users for Cost-Aware Offloading with Throughput-Delay Tradeoffs,0.0031454058927408634,0.0,0.004182086369273663,0.000633434401631072,97
W4281710558,Blockchain for Future Wireless Networks: A Decade Survey,0.0023634453781512608,0.0,0.0031424029322576004,0.0004748165835046714,98
W3021125948,Contract Design in Hierarchical Game for Sponsored Content Service Market,0.0017331932773109247,0.0,0.0023044288169889074,0.0003475229598087352,99
W3202764263,Regression markets and application to energy forecasting,0.0017331932773109247,0.0,0.0023044288169889074,0.0003475229598087352,99
W2954543879,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,0.0011029411764705884,0.0,0.0014664547017202137,0.0002207208765453011,101
W3202603574,"COVID-19 acceleration in digitalisation, aggregate productivity growth and the functional income distribution",0.0011029411764705884,0.0,0.0014664547017202137,0.0002207208765453011,101
W4220799794,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,0.0011029411764705884,0.0,0.0014664547017202137,0.0002207208765453011,101
W1516789636,Debt Sustainability and Procyclical Fiscal Policies in Latin America,0.0003151260504201681,0.0,0.0004189870576343467,6.290950119921477e-05,104
W2758203152,Incentivizing self-capping to increase cloud utilization,0.00015756302521008404,0.0,0.00020949352881717334,3.143938996109169e-05,105
