paper_id,title,full_model_score_final,value_norm,query_similarity,WTP,price,price_rank,scenario
W3121561769,The Economic Consequences of Data Privacy Regulation: Empirical Evidence from GDPR,0.01717436974789916,0.019915764422640737,0.03290011590795892,0.0554368041622016,0.008701943840543708,63,Conservative
W2509511072,Understanding rollover data,0.0,0.0,0.05710967020486543,0.05710967020486544,0.008566450530729816,64,Conservative
W3113404185,Blockchain Based Data and Energy Trading in Internet of Electric Vehicles,0.012814958251671277,0.014860498136036734,0.03425159676896437,0.05114807806476701,0.007938241781275217,65,Conservative
W4377865288,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",0.0009453781512605043,0.001096280610420591,0.050793766539311266,0.052112784035280975,0.007836913187434666,66,Conservative
W2956647116,Smart Contract Based Data Trading Mode Using Blockchain and Machine Learning,0.013392857142857146,0.015530641980958375,0.03125137779123607,0.04872343561174389,0.007573362523860478,67,Conservative
W4386021011,What is the value of data? A review of empirical methods,0.0015756302521008406,0.0018271343507009852,0.04315131101145227,0.045293818332660475,0.006823038011871576,68,Conservative
W4220901737,Data Market Design: A Systematic Literature Review,0.002993697478991597,0.0034715552663318714,0.040691717856329884,0.044728327312342685,0.006763595997933785,69,Conservative
W2906578628,The Internet of Things: A Review of Enabled Technologies and Future Challenges,0.03529411764705883,0.04092780945570207,0.0,0.04092780945570207,0.006725451373750099,70,Conservative
W2310916783,Marketplaces for Digital Data: Quo Vadis?,0.0009815081763109043,0.0011381777558792123,0.04147095438814285,0.04279793741522073,0.006436739693410339,71,Conservative
W3096125752,Data Sharing and Market Power with Two-Sided Platforms,0.003100052521008404,0.0035948868350041885,0.03749159216609755,0.04162559112550674,0.0062962124201637335,72,Conservative
W2919782326,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,0.010180797071449851,0.011805868808344958,0.02647527954843015,0.039531403064827206,0.006093056355161684,73,Conservative
W3008256197,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,0.004663865546218488,0.005408317678074916,0.03301680090137634,0.039139379971404833,0.005944994365923609,74,Conservative
W3124517880,Optimal Sticky Prices under Rational Inattention,0.030910947062566675,0.03584499162504063,0.0,0.03584499162504063,0.0058264509423658255,75,Conservative
W2993467838,Evaluation of big data frameworks for analysis of smart grids,0.0020483193277310925,0.0023752746559112803,0.034908701344844716,0.03761564701505674,0.00567361867481571,76,Conservative
W4281293246,Business model archetypes for data marketplaces in the automotive industry,0.0020483193277310925,0.0023752746559112803,0.03482722427379828,0.03753339582232273,0.005661212616694876,77,Conservative
W4288685807,New and emerging forms of data and technologies: literature and bibliometric review,0.004254201680672269,0.00493326274689266,0.031652987317569686,0.03721086007710888,0.0056458788439957145,78,Conservative
W2994622980,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,0.002993697478991597,0.0034715552663318714,0.03149498202075025,0.03540388356987079,0.005353599823940072,79,Conservative
W4310251148,Data monetization: insights from a technology-enabled literature review and research agenda,0.0036239495798319333,0.004202409006612266,0.029490819634695926,0.034188958585489086,0.005178630383443587,80,Conservative
W4289544372,The value of data in digital-based business models: Measurement and economic policy implications,0.0007878151260504203,0.0009135671753504926,0.028955967901131887,0.029975347963702288,0.0045058867674446145,81,Conservative
W3021370403,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,0.0018828781512605045,0.0021834255490876774,0.025459794205910147,0.027865578015572625,0.004201131547578648,82,Conservative
W2011238498,Accounting for Incomplete Pass-Through,0.022027240740394156,0.025543256835969006,0.0,0.025543256835969006,0.004059848814821248,83,Conservative
W4226382147,"Smartphone App Usage Analysis: Datasets, Methods, and Applications",0.020294117647058827,0.023533490437028688,0.0,0.023533490437028688,0.0037238623758067057,84,Conservative
W2327152018,AMUSE: Empowering Users for Cost-Aware Offloading with Throughput-Delay Tradeoffs,0.017502970554055836,0.0202968169061129,0.0,0.0202968169061129,0.0031887088076990294,85,Conservative
W2166180954,Temporary Price Changes and the Real Effects of Monetary Policy,0.015436614512174582,0.017900626492869852,0.0,0.017900626492869852,0.0027972453240235097,86,Conservative
W1998665878,When Network Effect Meets Congestion Effect,0.0146734347042675,0.01701562695638014,0.0,0.01701562695638014,0.0026536800897085625,87,Conservative
W4243417153,Selling Cookies,0.014667944930225295,0.017009260897644773,0.0,0.017009260897644773,0.0026526493693461678,88,Conservative
W4288391541,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",0.014495798319327733,0.016809636026449064,0.0,0.016809636026449064,0.0026203427561369524,89,Conservative
W2156471581,Prices and Market Shares in a Menu Cost Model,0.014314548202354439,0.016599454535995373,0.0,0.016599454535995373,0.0025863578422117076,90,Conservative
W4360991875,The Economics of Digital Privacy,0.0075630252100840345,0.008770244883364729,0.0,0.008770244883364729,0.001342457750864674,91,Conservative
W4293428560,Adoption of Federated Learning for Healthcare Informatics: Emerging Applications and Future Directions,0.00740546218487395,0.00858753144829463,0.0,0.00858753144829463,0.0013139407109756017,92,Conservative
W2126626399,The Price Is Right,0.005921831555284147,0.006867081816497278,0.0,0.006867081816497278,0.0010465671569106555,93,Conservative
W4312395603,Shaping future low-carbon energy and transportation systems: Digital technologies and applications,0.0047268907563025216,0.005481403052102955,0.0,0.005481403052102955,0.0008327264806123044,94,Conservative
W3002742063,Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts,0.004411764705882354,0.005115976181962759,0.0,0.005115976181962759,0.0007765570515974574,95,Conservative
W4385311348,Evolving deep gated recurrent unit using improved marine predator algorithm for profit prediction based on financial accounting information system,0.004411764705882354,0.005115976181962759,0.0,0.005115976181962759,0.0007765570515974574,95,Conservative
W4284704402,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",0.004096638655462185,0.004750549311822561,0.0,0.004750549311822561,0.0007204810983408043,97,Conservative
W4281710558,Blockchain for Future Wireless Networks: A Decade Survey,0.0023634453781512608,0.0027407015260514775,0.0,0.0027407015260514775,0.0004137342346069369,98,Conservative
W3202764263,Regression markets and application to energy forecasting,0.0017331932773109247,0.002009847785771084,0.0,0.002009847785771084,0.0003028909887083517,99,Conservative
W3021125948,Contract Design in Hierarchical Game for Sponsored Content Service Market,0.0017331932773109247,0.002009847785771084,0.0,0.002009847785771084,0.0003028909887083517,99,Conservative
W4220799794,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,0.0011029411764705884,0.0012789940454906897,0.0,0.0012789940454906897,0.00019242164584254366,101,Conservative
W2954543879,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,0.0011029411764705884,0.0012789940454906897,0.0,0.0012789940454906897,0.00019242164584254366,101,Conservative
W3202603574,"COVID-19 acceleration in digitalisation, aggregate productivity growth and the functional income distribution",0.0011029411764705884,0.0012789940454906897,0.0,0.0012789940454906897,0.00019242164584254366,101,Conservative
W1516789636,Debt Sustainability and Procyclical Fiscal Policies in Latin America,0.0003151260504201681,0.000365426870140197,0.0,0.000365426870140197,5.486076840012671e-05,104,Conservative
W2758203152,Incentivizing self-capping to increase cloud utilization,0.00015756302521008404,0.0001827134350700985,0.0,0.0001827134350700985,2.7418699730289062e-05,105,Conservative
W2097281067,TUBE,0.8623505170795709,1.0,0.0,1.0,0.5,1,Base Case
W2168402580,Query-based data pricing,0.15449936244535015,0.17916074657040434,0.43060459659245276,1.6575494677725229,0.35257115020910396,2,Base Case
W2974598553,Too Much Data: Prices and Inefficiencies in Data Markets,0.373583758267977,0.4332156714338766,0.09088956783496686,0.9299930883514909,0.28050961632239313,3,Base Case
W2180742472,Smart data pricing,0.043833646629329925,0.05083042888149078,0.5883349517716907,1.4667428758210819,0.24610574067606214,4,Base Case
W2010653253,A survey of smart data pricing,0.08682845653244732,0.1006881248549602,0.43203720046973004,1.3127706504574896,0.24317874287434027,5,Base Case
W2293940046,Query-Based Data Pricing,0.06157514234123375,0.07140384463357617,0.43060459659245276,1.1785876275272116,0.20624263487413458,6,Base Case
W3123243120,Nonrivalry and the Economics of Data,0.3371316068940663,0.39094498143955825,0.06266678688932102,0.7122726819167792,0.20430170293166774,7,Base Case
W4323644227,A Survey of Data Pricing for Data Marketplaces,0.011320903361344541,0.013127960309786581,0.4146248205014179,0.8859230268085825,0.13695908083800154,8,Base Case
W2743929098,Data pricing strategy based on data quality,0.033193895095481374,0.038492346717545374,0.3410360160308301,0.8255825913570383,0.13495990267622537,9,Base Case
W3084177365,A Survey on Data Pricing: From Economics to Data Science,0.02218103658861694,0.025721601772484646,0.3291083604501962,0.7516598761728392,0.11951584502707141,10,Base Case
W4382600626,"We, the Data",0.00047268907563025216,0.0005481403052102955,0.39216926336000296,0.7866063772629143,0.11814186632033677,11,Base Case
W1994174199,Smart data pricing: To share or not to share?,0.034061380399648566,0.03949830112585837,0.26467115626559745,0.6524731018931148,0.1068910179532512,12,Base Case
W3195579788,Data pricing in machine learning pipelines,0.0038847381838110744,0.004504825018215443,0.3008811348970386,0.6171104297242386,0.09353955553462398,13,Base Case
W2289113545,Smart data pricing models for the internet of things: a bundling strategy approach,0.038033161320397225,0.04410406275304387,0.2135725554720798,0.5466045128081519,0.09042829482811848,14,Base Case
W4319769514,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",0.0023634453781512608,0.0027407015260514775,0.27977729820816405,0.568429586487609,0.08580970151544014,15,Base Case
W4210813858,Data Boundary and Data Pricing Based on the Shapley Value,0.0006302521008403362,0.000730853740280394,0.2833942704375394,0.5691763527155457,0.08552204754052331,16,Base Case
W2734445852,A First Look at Information Entropy-Based Data Pricing,0.00037718071609058295,0.00043738678022475135,0.27439998065374255,0.5501974994799648,0.08261385211146956,17,Base Case
W2342966760,Time and Location Aware Mobile Data Pricing,0.003404729706598061,0.003948196979261392,0.2666533713275521,0.5456773399158482,0.08260565555616473,18,Base Case
W3121615946,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,0.02626575630252101,0.03045832962618542,0.2118647706863393,0.5058122471727897,0.0812640057295911,19,Base Case
W2790400697,"A Survey on Big Data Market: Pricing, Trading and Protection",0.08591898378872825,0.09963348091875769,0.11374836841010076,0.41779538488717993,0.07723855071091264,20,Base Case
W2950902070,"A Survey of Smart Data Pricing: Past Proposals, Current Plans, and Future Trends",0.029424862415331536,0.034121696262189916,0.19167387431325456,0.4697913466544113,0.07607922917116314,21,Base Case
W2910976764,Nonrivalry and the Economics of Data,0.13523293172500014,0.15681898375034187,0.06266678688932102,0.3607712922080445,0.07391721942483379,22,Base Case
W3215634159,Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,0.028676470588235296,0.03325384518275793,0.18527285145533606,0.45308782584434093,0.07323659322183816,23,Base Case
W3210061505,Personal big data pricing method based on differential privacy,0.0006302521008403362,0.000730853740280394,0.23029147497443828,0.462660278775875,0.06951738976470914,24,Base Case
W2765365501,Pricing of Data Products in Data Marketplaces,0.016741055208334625,0.019413283666866395,0.1880579111506136,0.4247356785678154,0.0665962817591889,25,Base Case
W2473283431,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,0.09560105942072682,0.11086102173915147,0.07517762519195147,0.3278904188486761,0.06190615622551631,26,Base Case
W2533772775,A pricing model for Big Personal Data,0.025204938157629617,0.029228182343982875,0.1449738809834865,0.35307452853895765,0.056573083626247,27,Base Case
W2067195421,When Users Interfere with Protocols: Prospect Theory in Wireless Networks using Random Access and Data Pricing as an Example,0.014338235294117648,0.016626922591378965,0.1602235142906243,0.3583861429280589,0.05584352196890954,28,Base Case
W3089176333,Towards Query Pricing on Incomplete Data,0.001978222612579018,0.002293989014210196,0.1498374554497217,0.30471870372740456,0.045952463034681944,29,Base Case
W2942073230,Big Data Market Optimization Pricing Model Based on Data Quality,0.0043875199007922545,0.005087861390343909,0.14135038902879787,0.2935420089427373,0.044554026710220906,30,Base Case
W2759182208,Pricing privacy – the right to know the value of your personal data,0.019750773929954325,0.022903417506888187,0.10840179718438309,0.2595691848309419,0.04101613521887827,31,Base Case
W3111554765,Optimal Sticky Prices under Rational Inattention,0.15936157731466755,0.18479907434202061,0.0,0.18479907434202061,0.03967260540848677,32,Base Case
W1777686370,The Pricing Behaviour of Firms in the Euro Area: New Survey Evidence,0.0548602520072617,0.06361711499060843,0.06261359186328548,0.22071066730551264,0.03802094166139695,33,Base Case
W2150449738,The Pricing Behaviour of Italian Firms: New Survey Evidence on Price Stickiness,0.054982054542306896,0.06375835980073238,0.05902913359829079,0.21192543290679655,0.03651802123678861,34,Base Case
W2734426755,An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,0.009744892398591484,0.011300384478916365,0.10658684967601846,0.23410986288483707,0.036042415444042325,35,Base Case
W2921968831,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,0.007685976118554786,0.008912821371736459,0.0998911046739948,0.21581752330040402,0.033045868556984076,36,Base Case
W4322604225,Data and Markets,0.0017331932773109247,0.002009847785771084,0.10517285065435975,0.2140466004625778,0.03225756044948371,37,Base Case
W2920282816,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,0.008922652750040045,0.01034689789513599,0.0937307205406257,0.2055669165369584,0.031579480444152805,38,Base Case
W2934375453,Personal Data Market Optimization Pricing Model Based on Privacy Level,0.000899377593812687,0.0010429373856683146,0.09971866991594336,0.20131227984879072,0.03027032661331555,39,Base Case
W4388068877,Multi-Blockchain Based Data Trading Markets With Novel Pricing Mechanisms,0.0023634453781512608,0.0027407015260514775,0.0976791404445105,0.2002406573693098,0.030228178561726837,40,Base Case
W2508874533,Smart Media Pricing (SMP): Non-uniform packet pricing game for wireless multimedia communications,0.0003151260504201681,0.000365426870140197,0.09715973698857153,0.19496893907601429,0.029270277272615528,41,Base Case
W4390728454,Pricing Game and Blockchain for Electricity Data Trading in Low-Carbon Smart Energy Systems,0.010556722689075633,0.012241800149696601,0.08370697579895028,0.18785354429852713,0.028982914586129234,42,Base Case
W2996741051,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects,0.0044706932773109255,0.0051843110066789756,0.08584596360297195,0.1804366556045097,0.027392902249557035,43,Base Case
W2581979418,When Social Network Effect Meets Congestion Effect in Wireless Networks: Data Usage Equilibrium and Optimal Pricing,0.016521391298149606,0.019158556724823233,0.0711866667302777,0.17244256052620352,0.027022696781095788,44,Base Case
W2018362551,The challenges of personal data markets and privacy,0.04062925964258205,0.04711455358103891,0.0472039981160551,0.1593145122009742,0.026524288072611583,45,Base Case
W2190764372,Prospect Pricing in Cognitive Radio Networks,0.006302521008403362,0.007308537402803941,0.07852201668089681,0.16894361953144502,0.025773698696525477,46,Base Case
W2916829860,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,0.0045442276594385945,0.005269583040116956,0.08033612656918859,0.16932853929911565,0.025711582674481787,47,Base Case
W3127298136,A Model of the Data Economy,0.017647058823529415,0.020463904727851034,0.06015441333117877,0.15062068485716068,0.023671903299310317,48,Base Case
W2982407593,Trading Private Range Counting over Big IoT Data,0.04616596638655463,0.053535036475538866,0.03489012429885979,0.1382580376890628,0.023329282835111563,49,Base Case
W4226305897,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,0.005763430372148861,0.006683396435671248,0.07036888249030032,0.15118358652361463,0.023031184923698565,50,Base Case
W3040491562,Subscription-Based Data-Sharing Model Using Blockchain and Data as a Service,0.00689732142857143,0.007998280620193563,0.06611088112942556,0.14445022991361592,0.022071908203117586,51,Base Case
W3186955607,Pricing through health apps generated data—Digital dividend as a game changer: Discrete choice experiment,0.0003151260504201681,0.000365426870140197,0.07312690897818132,0.14683302512627022,0.02204373362542232,52,Base Case
W3014121762,Advancing Data Monetization and the Creation of Data-based Business Models,0.006109506302521009,0.00708471344484307,0.06664494355084916,0.14415188316738548,0.02198022864977922,53,Base Case
W4377287661,A Reference System Architecture with Data Sovereignty for Human-Centric Data Ecosystems,0.0015756302521008406,0.0018271343507009852,0.061774761068405425,0.12627962279114727,0.019022698861480433,54,Base Case
W3206864493,Embedding European values in data governance: a case for public data commons,0.004096638655462185,0.004750549311822561,0.058446135409534104,0.12386403011767838,0.018785552281714045,55,Base Case
W2514159439,Big Data Driven Mobile Traffic Understanding and Forecasting: A Time Series Approach,0.035609243697479,0.04129323632584227,0.029062687514537125,0.10901935074533162,0.017928519246845645,56,Base Case
W2509511072,Understanding rollover data,0.0,0.0,0.05710967020486543,0.11421934040973088,0.01713290106145963,57,Base Case
W3209462287,Regulatory Spillovers and Data Governance: Evidence from the GDPR,0.01602788388082506,0.018586275027821585,0.037616553717976876,0.09941259536778449,0.015558587748724987,58,Base Case
W4377865288,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",0.0009453781512605043,0.001096280610420591,0.050793766539311266,0.10312928746014136,0.015508963642394367,59,Base Case
W3121561769,The Economic Consequences of Data Privacy Regulation: Empirical Evidence from GDPR,0.01717436974789916,0.019915764422640737,0.03290011590795892,0.09095784390176245,0.014277699832302959,60,Base Case
W3113404185,Blockchain Based Data and Energy Trading in Internet of Electric Vehicles,0.012814958251671277,0.014860498136036734,0.03425159676896437,0.08743565799349728,0.013570116800447021,61,Base Case
W4386021011,What is the value of data? A review of empirical methods,0.0015756302521008406,0.0018271343507009852,0.04315131101145227,0.08876050231461997,0.013370837424160576,62,Base Case
W4220901737,Data Market Design: A Systematic Literature Review,0.002993697478991597,0.0034715552663318714,0.040691717856329884,0.0859850993583535,0.013002240612329269,63,Base Case
