paper_id,title,full_model_score_v2,value_norm,query_similarity,WTP,price,price_rank,scenario
W2759182208,Pricing privacy – the right to know the value of your personal data,0.019661870292877495,0.020757816849891707,0.10840179718438309,0.25556288843587815,0.04019115793650516,31,Base Case
W2734426755,An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,0.017013562605839326,0.017961893313074732,0.10658684967601846,0.2464516056447707,0.03851709895331517,32,Base Case
W1777686370,The Pricing Behaviour of Firms in the Euro Area: New Survey Evidence,0.0548602520072617,0.057918145453241275,0.06261359186328548,0.21215703414691348,0.03612426480896424,33,Base Case
W3111554765,Optimal Sticky Prices under Rational Inattention,0.15936157731466755,0.1682443422488677,0.0,0.1682443422488677,0.0351438068818941,34,Base Case
W2150449738,The Pricing Behaviour of Italian Firms: New Survey Evidence on Price Stickiness,0.054982054542306896,0.05804673722384392,0.05902913359829079,0.2035165932726748,0.03466220496453802,35,Base Case
W2921968831,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,0.006980039886159045,0.007369105146335693,0.0998911046739948,0.21304017892253563,0.03250549725598636,36,Base Case
W4322604225,Data and Markets,0.0017331932773109247,0.001829800933480703,0.10517285065435975,0.2137150652846336,0.03219412940177989,37,Base Case
W2920282816,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,0.008868448186510385,0.00936277274014076,0.0937307205406257,0.20384484930292435,0.031244720944833684,38,Base Case
W2934375453,Personal Data Market Optimization Pricing Model Based on Privacy Level,0.0009000700191865347,0.0009502396431290003,0.09971866991594336,0.20114563254152956,0.030238742675158563,39,Base Case
W4388068877,Multi-Blockchain Based Data Trading Markets With Novel Pricing Mechanisms,0.0023634453781512608,0.0024951830911100494,0.0976791404445105,0.1998032826968615,0.030144983424915946,40,Base Case
W2508874533,Smart Media Pricing (SMP): Non-uniform packet pricing game for wireless multimedia communications,0.0003151260504201681,0.00033269107881467324,0.09715973698857153,0.19491075847768638,0.02925930954633164,41,Base Case
W4390728454,Pricing Game and Blockchain for Electricity Data Trading in Low-Carbon Smart Energy Systems,0.010556722689075633,0.011145151140291555,0.08370697579895028,0.18602251791240035,0.028629014864031004,42,Base Case
W2996741051,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects,0.004902836134453782,0.005176118701224958,0.08584596360297195,0.180422837088209,0.02739028707064447,43,Base Case
W2581979418,When Social Network Effect Meets Congestion Effect in Wireless Networks: Data Usage Equilibrium and Optimal Pricing,0.015119106769276752,0.015961841095264117,0.0711866667302777,0.16742533665542125,0.026049146314968415,44,Base Case
W2190764372,Prospect Pricing in Cognitive Radio Networks,0.006302521008403362,0.006653821576293465,0.07852201668089681,0.1678776268485305,0.025572603748775166,45,Base Case
W2018362551,The challenges of personal data markets and privacy,0.040690906109770095,0.04295900460642967,0.0472039981160551,0.15358969501861594,0.025347775398324085,46,Base Case
W2916829860,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,0.003068747986116596,0.003239799047873783,0.08033612656918859,0.16599423543720077,0.025087361103652808,47,Base Case
W3127298136,A Model of the Data Economy,0.017647058823529415,0.018630700413621703,0.06015441333117877,0.14790527790262215,0.023150244308162347,48,Base Case
W4226305897,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,0.005763430372148861,0.006084682195035507,0.07036888249030032,0.15024782546662235,0.022857147413954195,49,Base Case
W2982407593,Trading Private Range Counting over Big IoT Data,0.04616596638655463,0.048739243046349634,0.03489012429885979,0.13212363762902501,0.022072407774652858,50,Base Case
W3186955607,Pricing through health apps generated data—Digital dividend as a game changer: Discrete choice experiment,0.0003151260504201681,0.00033269107881467324,0.07312690897818132,0.14678113839708398,0.022034262230911636,51,Base Case
W3040491562,Subscription-Based Data-Sharing Model Using Blockchain and Data as a Service,0.00689732142857143,0.007281775987556161,0.06611088112942556,0.14335477526020274,0.021868573365097347,52,Base Case
W3014121762,Advancing Data Monetization and the Creation of Data-based Business Models,0.006109506302521009,0.006450048290519477,0.06664494355084916,0.14317884022599317,0.021800054685672355,53,Base Case
W4377287661,A Reference System Architecture with Data Sovereignty for Human-Centric Data Ecosystems,0.0015756302521008406,0.0016634553940733663,0.061774761068405425,0.1260350540070189,0.018978636892703443,54,Base Case
W3206864493,Embedding European values in data governance: a case for public data commons,0.004096638655462185,0.004324984024590752,0.058446135409534104,0.1232394836592214,0.01867247562819194,55,Base Case
W2509511072,Understanding rollover data,0.0,0.0,0.05710967020486543,0.11421934040973088,0.01713290106145963,56,Base Case
W2514159439,Big Data Driven Mobile Traffic Understanding and Forecasting: A Time Series Approach,0.035609243697479,0.03759409190605808,0.029062687514537125,0.10446014969880077,0.01704350201872417,57,Base Case
W4377865288,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",0.0009453781512605043,0.0009980732364440197,0.050793766539311266,0.10299117350675513,0.015484653482866739,58,Base Case
W3209462287,Regulatory Spillovers and Data Governance: Evidence from the GDPR,0.01602788388082506,0.016921273161384854,0.037616553717976876,0.09724654044415296,0.015162918412822253,59,Base Case
W3121561769,The Economic Consequences of Data Privacy Regulation: Empirical Evidence from GDPR,0.01717436974789916,0.01813166379539969,0.03290011590795892,0.08870416633509987,0.013868548892698715,60,Base Case
W4386021011,What is the value of data? A review of empirical methods,0.0015756302521008406,0.0016634553940733663,0.04315131101145227,0.08854031966548459,0.013332596955141876,61,Base Case
W3113404185,Blockchain Based Data and Energy Trading in Internet of Electric Vehicles,0.012814958251671277,0.01352926005333089,0.03425159676896437,0.08573964367069281,0.013266944428239178,62,Base Case
W4220901737,Data Market Design: A Systematic Literature Review,0.002993697478991597,0.0031605652487393956,0.040691717856329884,0.08557287159634494,0.012930591264922527,63,Base Case
W2310916783,Marketplaces for Digital Data: Quo Vadis?,0.0012495036524185026,0.0013191505987896624,0.04147095438814285,0.08469871084958334,0.01274391225173438,64,Base Case
W2956647116,Smart Contract Based Data Trading Mode Using Blockchain and Machine Learning,0.013392857142857146,0.014139370849623615,0.03125137779123607,0.08017712499331159,0.012423347685374708,65,Base Case
W3096125752,Data Sharing and Market Power with Two-Sided Platforms,0.003100052521008404,0.003272848487839348,0.03749159216609755,0.07923766722585446,0.011976416591654186,66,Base Case
W2045522464,Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment,0.06295509453781514,0.0664641919978984,0.0,0.0664641919978984,0.011515749885961485,67,Base Case
W3008256197,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,0.004663865546218488,0.004923827966457164,0.03301680090137634,0.07225798215033902,0.010963222378209913,68,Base Case
W2993467838,Evaluation of big data frameworks for analysis of smart grids,0.0020483193277310925,0.002162492012295376,0.034908701344844716,0.07258381300452746,0.0109425086212246,69,Base Case
W4281293246,Business model archetypes for data marketplaces in the automotive industry,0.0020483193277310925,0.002162492012295376,0.03482722427379828,0.072419449314312,0.01091772966538376,70,Base Case
W4288685807,New and emerging forms of data and technologies: literature and bibliometric review,0.004254201680672269,0.004491329563998089,0.031652987317569686,0.06893461618096351,0.010448555255017275,71,Base Case
W2612128091,QIRANA,0.057340053867755356,0.06053617070096121,0.0,0.06053617070096121,0.010363045392241753,72,Base Case
W2994622980,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,0.002993697478991597,0.0031605652487393956,0.03149498202075025,0.06694686485571555,0.010116086205458591,73,Base Case
W2919782326,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,0.009590671677700694,0.010125252744916734,0.02647527954843015,0.06522036301713849,0.010014184883453084,74,Base Case
W4310251148,Data monetization: insights from a technology-enabled literature review and research agenda,0.0036239495798319333,0.0038259474063687426,0.029490819634695926,0.06371022927490502,0.009641847586494471,75,Base Case
W4289544372,The value of data in digital-based business models: Measurement and economic policy implications,0.0007878151260504203,0.0008317276970366831,0.028955967901131887,0.058936331343283466,0.008857606344191499,76,Base Case
W3117086259,"Fintech: what’s old, what’s new?",0.04852941176470589,0.05123442613745968,0.0,0.05123442613745968,0.008603902168191136,77,Base Case
W3021370403,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,0.0018828781512605045,0.0019878291959176727,0.025459794205910147,0.053312295385694486,0.008033935815898348,78,Base Case
W2123954539,Microeconomic Evidence on Price-Setting,0.04506302521008404,0.04757482427049828,0.0,0.04757482427049828,0.007928401007103819,79,Base Case
W2906578628,The Internet of Things: A Review of Enabled Technologies and Future Challenges,0.03529411764705883,0.037261400827243406,0.0,0.037261400827243406,0.006075154321149484,80,Base Case
W1841962286,A Priced Public Sensing Framework for Heterogeneous IoT Architectures,0.032375946743221834,0.034180571981552436,0.0,0.034180571981552436,0.005535994822577996,81,Base Case
W3124517880,Optimal Sticky Prices under Rational Inattention,0.030910947062566675,0.0326339136726933,0.0,0.0326339136726933,0.005267827363462874,82,Base Case
W2327152018,AMUSE: Empowering Users for Cost-Aware Offloading with Throughput-Delay Tradeoffs,0.02345528951684862,0.024762680085846204,0.0,0.024762680085846204,0.003929018626638818,83,Base Case
W2011238498,Accounting for Incomplete Pass-Through,0.022027240740394156,0.023255032313137015,0.0,0.023255032313137015,0.003677533631730319,84,Base Case
W4226382147,"Smartphone App Usage Analysis: Datasets, Methods, and Applications",0.020294117647058827,0.021425305475664957,0.0,0.021425305475664957,0.0033744611215036887,85,Base Case
W2166180954,Temporary Price Changes and the Real Effects of Monetary Policy,0.015436614512174582,0.016297046621357083,0.0,0.016297046621357083,0.002537514798206102,86,Base Case
W4288391541,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",0.014495798319327733,0.01530378962547497,0.0,0.01530378962547497,0.0023775405357365238,87,Base Case
W2156471581,Prices and Market Shares in a Menu Cost Model,0.014314548202354439,0.015112436683150047,0.0,0.015112436683150047,0.0023468005123482836,88,Base Case
W4243417153,Selling Cookies,0.013604271984516136,0.014362569889040323,0.0,0.014362569889040323,0.002226584678192197,89,Base Case
W1998665878,When Network Effect Meets Congestion Effect,0.013481492854725574,0.014232947088603846,0.0,0.014232947088603846,0.0022058439372800256,90,Base Case
W4360991875,The Economics of Digital Privacy,0.0075630252100840345,0.007984585891552157,0.0,0.007984585891552157,0.0012200016478836745,91,Base Case
W4293428560,Adoption of Federated Learning for Healthcare Informatics: Emerging Applications and Future Directions,0.00740546218487395,0.00781824035214482,0.0,0.00781824035214482,0.0011941297615930902,92,Base Case
W2126626399,The Price Is Right,0.005345244509654696,0.005643186782159529,0.0,0.005643186782159529,0.0008576239622943482,93,Base Case
W4312395603,Shaping future low-carbon energy and transportation systems: Digital technologies and applications,0.0047268907563025216,0.004990366182220099,0.0,0.004990366182220099,0.000757271241454441,94,Base Case
W3002742063,Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts,0.004411764705882354,0.004657675103405426,0.0,0.004657675103405426,0.0007062441435899228,95,Base Case
W4385311348,Evolving deep gated recurrent unit using improved marine predator algorithm for profit prediction based on financial accounting information system,0.004411764705882354,0.004657675103405426,0.0,0.004657675103405426,0.0007062441435899228,95,Base Case
W4284704402,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",0.004096638655462185,0.004324984024590752,0.0,0.004324984024590752,0.0006552945240731506,97,Base Case
W4281710558,Blockchain for Future Wireless Networks: A Decade Survey,0.0023634453781512608,0.0024951830911100494,0.0,0.0024951830911100494,0.0003764565421968639,98,Base Case
W3202764263,Regression markets and application to energy forecasting,0.0017331932773109247,0.001829800933480703,0.0,0.001829800933480703,0.0002756420000317638,99,Base Case
W3021125948,Contract Design in Hierarchical Game for Sponsored Content Service Market,0.0017331932773109247,0.001829800933480703,0.0,0.001829800933480703,0.0002756420000317638,99,Base Case
W4220799794,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,0.0011029411764705884,0.0011644187758513564,0.0,0.0011644187758513564,0.00017513737125764777,101,Base Case
W2954543879,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,0.0011029411764705884,0.0011644187758513564,0.0,0.0011644187758513564,0.00017513737125764777,101,Base Case
W3202603574,"COVID-19 acceleration in digitalisation, aggregate productivity growth and the functional income distribution",0.0011029411764705884,0.0011644187758513564,0.0,0.0011644187758513564,0.00017513737125764777,101,Base Case
W1516789636,Debt Sustainability and Procyclical Fiscal Policies in Latin America,0.0003151260504201681,0.00033269107881467324,0.0,0.00033269107881467324,4.994240099607399e-05,104,Base Case
W2758203152,Incentivizing self-capping to increase cloud utilization,0.00015756302521008404,0.00016634553940733662,0.0,0.00016634553940733662,2.4961515704568744e-05,105,Base Case
