paper_id,title,global_citations,in_degree,citation_count_score,citation_count_rank,unweighted_pagerank_score,unweighted_pagerank_score_rank,time_aware_pagerank_score,time_aware_pagerank_score_rank,semantic_pagerank_score_v2,semantic_pagerank_score_v2_rank,semantic_temporal_score_v2,semantic_temporal_score_v2_rank,full_model_score_v2,full_model_score_v2_rank
W2190764372,Prospect Pricing in Cognitive Radio Networks,61,0,61,40,0.006302521008403362,64,0.006302521008403362,58,0.006302521008403362,58,0.006302521008403362,58,0.006302521008403362,58
W3014121762,Advancing Data Monetization and the Creation of Data-based Business Models,50,1,50,51,0.007649684873949581,60,0.006109506302521009,59,0.006109506302521009,59,0.006109506302521009,59,0.006109506302521009,59
W4226305897,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,56,1,56,44,0.007255777310924371,63,0.006095063025210085,60,0.0059499737394957996,60,0.006095063025210085,60,0.005763430372148861,60
W2996741051,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects,49,1,49,53,0.00588497899159664,66,0.005393907563025211,61,0.004959937463357437,62,0.005210796182879933,61,0.004748499399759905,61
W4312395603,Shaping future low-carbon energy and transportation systems: Digital technologies and applications,51,0,51,49,0.0047268907563025216,68,0.0047268907563025216,63,0.0047268907563025216,63,0.0047268907563025216,62,0.0047268907563025216,62
W3008256197,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,35,1,35,74,0.008634453781512607,57,0.0046638655462184885,65,0.00434873949579832,66,0.004663865546218488,63,0.004663865546218488,63
W2126626399,The Price Is Right,43,4,43,64,0.05587698923319328,28,0.005320958416616632,62,0.004981301332190372,61,0.004561332334291205,64,0.004545004292756245,64
W4385311348,Evolving deep gated recurrent unit using improved marine predator algorithm for profit prediction based on financial accounting information system,49,0,49,53,0.004411764705882354,70,0.004411764705882354,67,0.004411764705882354,64,0.004411764705882354,65,0.004411764705882354,65
W3002742063,Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts,49,0,49,53,0.004411764705882354,70,0.004411764705882354,67,0.004411764705882354,64,0.004411764705882354,65,0.004411764705882354,65
W2942073230,Big Data Market Optimization Pricing Model Based on Data Quality,47,1,47,57,0.004632352941176471,69,0.004172308216425864,70,0.004259303256546615,67,0.004290840231173177,67,0.004290840231173177,67
W4288685807,New and emerging forms of data and technologies: literature and bibliometric review,48,0,48,56,0.004254201680672269,72,0.004254201680672269,69,0.004254201680672269,68,0.004254201680672269,68,0.004254201680672269,68
W3206864493,Embedding European values in data governance: a case for public data commons,47,0,47,57,0.004096638655462185,74,0.004096638655462185,71,0.004096638655462185,69,0.004096638655462185,69,0.004096638655462185,69
W4284704402,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",47,0,47,57,0.004096638655462185,74,0.004096638655462185,71,0.004096638655462185,69,0.004096638655462185,69,0.004096638655462185,69
W3195579788,Data pricing in machine learning pipelines,45,1,45,62,0.0057904411764705885,67,0.004689897698209719,64,0.0038348351948609576,71,0.003888537460421251,71,0.0038364894677708995,71
W4310251148,Data monetization: insights from a technology-enabled literature review and research agenda,44,0,44,63,0.0036239495798319333,77,0.0036239495798319333,73,0.0036239495798319333,72,0.0036239495798319333,72,0.0036239495798319333,72
W2342966760,Time and Location Aware Mobile Data Pricing,41,1,41,65,0.008153492647058825,59,0.004628378705038501,66,0.003337258159077585,73,0.0033281518995178076,73,0.003312458266501622,73
W3096125752,Data Sharing and Market Power with Two-Sided Platforms,36,1,36,70,0.003836659663865547,76,0.003100052521008404,75,0.003100052521008404,74,0.003100052521008404,74,0.003100052521008404,74
W2916829860,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,27,4,27,89,0.02170430672268908,43,0.0032089174246929743,74,0.0026063436192520495,77,0.0028974129856464614,77,0.003098814107151647,75
W4220901737,Data Market Design: A Systematic Literature Review,40,0,40,66,0.002993697478991597,78,0.002993697478991597,76,0.002993697478991597,75,0.002993697478991597,75,0.002993697478991597,76
W2994622980,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,40,0,40,66,0.002993697478991597,78,0.002993697478991597,76,0.002993697478991597,75,0.002993697478991597,75,0.002993697478991597,76
W4281710558,Blockchain for Future Wireless Networks: A Decade Survey,36,0,36,70,0.0023634453781512608,81,0.0023634453781512608,78,0.0023634453781512608,78,0.0023634453781512608,78,0.0023634453781512608,78
W4319769514,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",36,0,36,70,0.0023634453781512608,81,0.0023634453781512608,78,0.0023634453781512608,78,0.0023634453781512608,78,0.0023634453781512608,78
W4388068877,Multi-Blockchain Based Data Trading Markets With Novel Pricing Mechanisms,36,0,36,70,0.0023634453781512608,81,0.0023634453781512608,78,0.0023634453781512608,78,0.0023634453781512608,78,0.0023634453781512608,78
W3089176333,Towards Query Pricing on Incomplete Data,29,1,29,85,0.006182379201680672,65,0.0018756146931151298,84,0.001998616129739769,83,0.0022740803026727397,81,0.0022605136077413004,81
W4281293246,Business model archetypes for data marketplaces in the automotive industry,34,0,34,75,0.0020483193277310925,84,0.0020483193277310925,81,0.0020483193277310925,81,0.0020483193277310925,82,0.0020483193277310925,82
W2993467838,Evaluation of big data frameworks for analysis of smart grids,34,0,34,75,0.0020483193277310925,84,0.0020483193277310925,81,0.0020483193277310925,81,0.0020483193277310925,82,0.0020483193277310925,82
W3021370403,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,27,1,27,89,0.0018828781512605045,86,0.0018828781512605045,83,0.0018828781512605045,84,0.0018828781512605045,85,0.0018828781512605045,84
W4322604225,Data and Markets,32,0,32,78,0.0017331932773109247,87,0.0017331932773109247,85,0.0017331932773109247,85,0.0017331932773109247,86,0.0017331932773109247,85
W3202764263,Regression markets and application to energy forecasting,32,0,32,78,0.0017331932773109247,87,0.0017331932773109247,85,0.0017331932773109247,85,0.0017331932773109247,86,0.0017331932773109247,85
W3021125948,Contract Design in Hierarchical Game for Sponsored Content Service Market,32,0,32,78,0.0017331932773109247,87,0.0017331932773109247,85,0.0017331932773109247,85,0.0017331932773109247,86,0.0017331932773109247,85
W4386021011,What is the value of data? A review of empirical methods,31,0,31,82,0.0015756302521008406,90,0.0015756302521008406,88,0.0015756302521008406,88,0.0015756302521008406,89,0.0015756302521008406,88
W4377287661,A Reference System Architecture with Data Sovereignty for Human-Centric Data Ecosystems,31,0,31,82,0.0015756302521008406,90,0.0015756302521008406,88,0.0015756302521008406,88,0.0015756302521008406,89,0.0015756302521008406,88
W2954543879,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,28,0,28,86,0.0011029411764705884,92,0.0011029411764705884,92,0.0011029411764705884,91,0.0011029411764705884,91,0.0011029411764705884,90
W4220799794,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,28,0,28,86,0.0011029411764705884,92,0.0011029411764705884,92,0.0011029411764705884,91,0.0011029411764705884,91,0.0011029411764705884,90
W3202603574,"COVID-19 acceleration in digitalisation, aggregate productivity growth and the functional income distribution",28,0,28,86,0.0011029411764705884,92,0.0011029411764705884,92,0.0011029411764705884,91,0.0011029411764705884,91,0.0011029411764705884,90
W2934375453,Personal Data Market Optimization Pricing Model Based on Privacy Level,23,1,23,98,0.004252626050420168,73,0.0011527159472884156,90,0.0015152612221542973,90,0.001901230525454058,84,0.0010596929039315584,93
W2310916783,Marketplaces for Digital Data: Quo Vadis?,23,1,23,98,0.0028597689075630255,80,0.001133046968787515,91,0.0010677668954905907,94,0.0010394295142755897,94,0.0010394295142755897,94
W4377865288,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",27,0,27,89,0.0009453781512605043,95,0.0009453781512605043,95,0.0009453781512605043,95,0.0009453781512605043,95,0.0009453781512605043,95
W4289544372,The value of data in digital-based business models: Measurement and economic policy implications,26,0,26,92,0.0007878151260504203,97,0.0007878151260504203,96,0.0007878151260504203,96,0.0007878151260504203,96,0.0007878151260504203,96
W3210061505,Personal big data pricing method based on differential privacy,25,0,25,93,0.0006302521008403362,98,0.0006302521008403362,97,0.0006302521008403362,97,0.0006302521008403362,97,0.0006302521008403362,97
W4210813858,Data Boundary and Data Pricing Based on the Shapley Value,25,0,25,93,0.0006302521008403362,98,0.0006302521008403362,97,0.0006302521008403362,97,0.0006302521008403362,97,0.0006302521008403362,97
W4382600626,"We, the Data",24,0,24,96,0.00047268907563025216,100,0.00047268907563025216,99,0.00047268907563025216,99,0.00047268907563025216,99,0.00047268907563025216,99
W2734445852,A First Look at Information Entropy-Based Data Pricing,23,1,23,98,0.0008508403361344539,96,0.000375661699191111,100,0.0004396142655358038,100,0.0004340249743248568,100,0.0004340249743248568,100
W3186955607,Pricing through health apps generated data—Digital dividend as a game changer: Discrete choice experiment,23,0,23,98,0.0003151260504201681,101,0.0003151260504201681,101,0.0003151260504201681,101,0.0003151260504201681,101,0.0003151260504201681,101
W2508874533,Smart Media Pricing (SMP): Non-uniform packet pricing game for wireless multimedia communications,23,0,23,98,0.0003151260504201681,101,0.0003151260504201681,101,0.0003151260504201681,101,0.0003151260504201681,101,0.0003151260504201681,101
W1516789636,Debt Sustainability and Procyclical Fiscal Policies in Latin America,23,0,23,98,0.0003151260504201681,101,0.0003151260504201681,101,0.0003151260504201681,101,0.0003151260504201681,101,0.0003151260504201681,101
W2758203152,Incentivizing self-capping to increase cloud utilization,22,0,22,104,0.00015756302521008404,104,0.00015756302521008404,104,0.00015756302521008404,104,0.00015756302521008404,104,0.00015756302521008404,104
W2509511072,Understanding rollover data,21,0,21,105,0.0,105,0.0,105,0.0,105,0.0,105,0.0,105
