paper_id,title,unweighted_pagerank_score,semantic_pagerank_score_final,semantic_temporal_score_final,semantic_relation_score_final,full_model_score_final
W4312395603,Shaping future low-carbon energy and transportation systems: Digital technologies and applications,0.0047268907563025216,0.0047268907563025216,0.0047268907563025216,0.0047268907563025216,0.0047268907563025216
W3008256197,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,0.008634453781512607,0.00434873949579832,0.004663865546218488,0.00434873949579832,0.004663865546218488
W2916829860,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,0.02170430672268908,0.003862127773948506,0.004441411069463157,0.003946566252922518,0.0045442276594385945
W2996741051,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects,0.00588497899159664,0.00452508888170653,0.004622223889555823,0.004441830303549992,0.0044706932773109255
W3002742063,Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts,0.004411764705882354,0.004411764705882354,0.004411764705882354,0.004411764705882354,0.004411764705882354
W4385311348,Evolving deep gated recurrent unit using improved marine predator algorithm for profit prediction based on financial accounting information system,0.004411764705882354,0.004411764705882354,0.004411764705882354,0.004411764705882354,0.004411764705882354
W2942073230,Big Data Market Optimization Pricing Model Based on Data Quality,0.004632352941176471,0.004355923523103433,0.0043875199007922545,0.004355923523103433,0.0043875199007922545
W4288685807,New and emerging forms of data and technologies: literature and bibliometric review,0.004254201680672269,0.004254201680672269,0.004254201680672269,0.004254201680672269,0.004254201680672269
W4284704402,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",0.004096638655462185,0.004096638655462185,0.004096638655462185,0.004096638655462185,0.004096638655462185
W3206864493,Embedding European values in data governance: a case for public data commons,0.004096638655462185,0.004096638655462185,0.004096638655462185,0.004096638655462185,0.004096638655462185
W3195579788,Data pricing in machine learning pipelines,0.0057904411764705885,0.003890103338632751,0.003977874044354584,0.0038373161764705885,0.0038847381838110744
W4310251148,Data monetization: insights from a technology-enabled literature review and research agenda,0.0036239495798319333,0.0036239495798319333,0.0036239495798319333,0.0036239495798319333,0.0036239495798319333
W2342966760,Time and Location Aware Mobile Data Pricing,0.008153492647058825,0.0034561372915709386,0.003413320844715112,0.003450527764665972,0.003404729706598061
W3096125752,Data Sharing and Market Power with Two-Sided Platforms,0.003836659663865547,0.003100052521008404,0.003100052521008404,0.003100052521008404,0.003100052521008404
W4220901737,Data Market Design: A Systematic Literature Review,0.002993697478991597,0.002993697478991597,0.002993697478991597,0.002993697478991597,0.002993697478991597
W2994622980,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,0.002993697478991597,0.002993697478991597,0.002993697478991597,0.002993697478991597,0.002993697478991597
W4281710558,Blockchain for Future Wireless Networks: A Decade Survey,0.0023634453781512608,0.0023634453781512608,0.0023634453781512608,0.0023634453781512608,0.0023634453781512608
W4319769514,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",0.0023634453781512608,0.0023634453781512608,0.0023634453781512608,0.0023634453781512608,0.0023634453781512608
W4388068877,Multi-Blockchain Based Data Trading Markets With Novel Pricing Mechanisms,0.0023634453781512608,0.0023634453781512608,0.0023634453781512608,0.0023634453781512608,0.0023634453781512608
W4281293246,Business model archetypes for data marketplaces in the automotive industry,0.0020483193277310925,0.0020483193277310925,0.0020483193277310925,0.0020483193277310925,0.0020483193277310925
W2993467838,Evaluation of big data frameworks for analysis of smart grids,0.0020483193277310925,0.0020483193277310925,0.0020483193277310925,0.0020483193277310925,0.0020483193277310925
W3089176333,Towards Query Pricing on Incomplete Data,0.006182379201680672,0.0017668405338832878,0.0019954297752407136,0.0017599697503205129,0.001978222612579018
W3021370403,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,0.0018828781512605045,0.0018828781512605045,0.0018828781512605045,0.0018828781512605045,0.0018828781512605045
W4322604225,Data and Markets,0.0017331932773109247,0.0017331932773109247,0.0017331932773109247,0.0017331932773109247,0.0017331932773109247
W3202764263,Regression markets and application to energy forecasting,0.0017331932773109247,0.0017331932773109247,0.0017331932773109247,0.0017331932773109247,0.0017331932773109247
W3021125948,Contract Design in Hierarchical Game for Sponsored Content Service Market,0.0017331932773109247,0.0017331932773109247,0.0017331932773109247,0.0017331932773109247,0.0017331932773109247
W4386021011,What is the value of data? A review of empirical methods,0.0015756302521008406,0.0015756302521008406,0.0015756302521008406,0.0015756302521008406,0.0015756302521008406
W4377287661,A Reference System Architecture with Data Sovereignty for Human-Centric Data Ecosystems,0.0015756302521008406,0.0015756302521008406,0.0015756302521008406,0.0015756302521008406,0.0015756302521008406
W2954543879,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,0.0011029411764705884,0.0011029411764705884,0.0011029411764705884,0.0011029411764705884,0.0011029411764705884
W4220799794,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,0.0011029411764705884,0.0011029411764705884,0.0011029411764705884,0.0011029411764705884,0.0011029411764705884
W3202603574,"COVID-19 acceleration in digitalisation, aggregate productivity growth and the functional income distribution",0.0011029411764705884,0.0011029411764705884,0.0011029411764705884,0.0011029411764705884,0.0011029411764705884
W2310916783,Marketplaces for Digital Data: Quo Vadis?,0.0028597689075630255,0.0010235777549656227,0.0009815081763109043,0.0010235777549656227,0.0009815081763109043
W4377865288,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",0.0009453781512605043,0.0009453781512605043,0.0009453781512605043,0.0009453781512605043,0.0009453781512605043
W2934375453,Personal Data Market Optimization Pricing Model Based on Privacy Level,0.004252626050420168,0.001316068827034435,0.0016497216153847675,0.0007221258142779792,0.000899377593812687
W4289544372,The value of data in digital-based business models: Measurement and economic policy implications,0.0007878151260504203,0.0007878151260504203,0.0007878151260504203,0.0007878151260504203,0.0007878151260504203
W3210061505,Personal big data pricing method based on differential privacy,0.0006302521008403362,0.0006302521008403362,0.0006302521008403362,0.0006302521008403362,0.0006302521008403362
W4210813858,Data Boundary and Data Pricing Based on the Shapley Value,0.0006302521008403362,0.0006302521008403362,0.0006302521008403362,0.0006302521008403362,0.0006302521008403362
W4382600626,"We, the Data",0.00047268907563025216,0.00047268907563025216,0.00047268907563025216,0.00047268907563025216,0.00047268907563025216
W2734445852,A First Look at Information Entropy-Based Data Pricing,0.0008508403361344539,0.0003842686817911677,0.00037718071609058295,0.0003842686817911677,0.00037718071609058295
W3186955607,Pricing through health apps generated data—Digital dividend as a game changer: Discrete choice experiment,0.0003151260504201681,0.0003151260504201681,0.0003151260504201681,0.0003151260504201681,0.0003151260504201681
W2508874533,Smart Media Pricing (SMP): Non-uniform packet pricing game for wireless multimedia communications,0.0003151260504201681,0.0003151260504201681,0.0003151260504201681,0.0003151260504201681,0.0003151260504201681
W1516789636,Debt Sustainability and Procyclical Fiscal Policies in Latin America,0.0003151260504201681,0.0003151260504201681,0.0003151260504201681,0.0003151260504201681,0.0003151260504201681
W2758203152,Incentivizing self-capping to increase cloud utilization,0.00015756302521008404,0.00015756302521008404,0.00015756302521008404,0.00015756302521008404,0.00015756302521008404
W2509511072,Understanding rollover data,0.0,0.0,0.0,0.0,0.0
