edge_id,source_id,target_id,citing_paper_title,cited_paper_title,citing_year,cited_year,target_reference_marker,target_reference_entry,reference_match_method,reference_match_score,num_mentions,all_target_aligned_contexts,context_type,alignment_status,alignment_note,source_of_acceptance
W2921968831->W2759182208,W2921968831,W2759182208,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,Pricing privacy – the right to know the value of your personal data,2019,2017,[18],"G. Malgieri and B. Custers, “Pricing privacy – the right to know the value of your personal data,” Computer Law & Security Review, vol. 34, no. 2, pp. 289 – 303, 2018.",title_exact,0.97,5,"The pro- posed WTB is also designed based on literature [17] to reﬂect real-world behaviors. This paper also proposes a personal data quality model for the collection of heterogeneous types of personal data by considering correlations of multiple personal data types as well as quantity of personal dataset based on literature [18] related to personal data pricing factors. The correlation of multiple personal data types is important to measure quality of personal dataset because when personal data is combined with other personal data, per- sonal data providers can potentially be identiﬁed through additional processing.

... [another target-aligned mention] ...

Content may change prior to final publication. Citation information: DOI 10.1109/ACCESS.2019.2904248, IEEE Access SUBMITTED TO IEEE ACCESS 3 and valuations of privacy (i.e., personal data pricing or pri- vacy pricing models) have also been studied [18], [28]–[33]. Malgieri and Custers investigated that the monetary value of personal data can be quantiﬁed with various personal data pricing factors [18].

... [another target-aligned mention] ...

Citation information: DOI 10.1109/ACCESS.2019.2904248, IEEE Access SUBMITTED TO IEEE ACCESS 3 and valuations of privacy (i.e., personal data pricing or pri- vacy pricing models) have also been studied [18], [28]–[33]. Malgieri and Custers investigated that the monetary value of personal data can be quantiﬁed with various personal data pricing factors [18]. Gkatzelis et al.

... [another target-aligned mention] ...

Quantifying the value and quality of personal data is an important factor to decide price of personal data. We choose several metrics to deﬁne the personal data quality function Q based on [18]. By analyzing various privacy regulations and researches, this work investigated privacy pricing factors as follows: sizeof dataset, completeness of dataset, a number of data types and their combinations, the level of identiﬁability of personal data.

... [another target-aligned mention] ...

There are many possible ways to increase the possibility for market participation of personal data providers; and in this paper, we have focused on a possible approach with personal data providers’ incentives. Since personal data now become a new ﬁnancial asset for individuals [10], this approach also has investigated in previous works [18], [28], [33]. However, it was still ambiguous about the feasibility of the IoT data market with personal data providers’ incentives; in other words, how 2169-3536 (c) 2018 IEEE.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2921968831->W2790400697,W2921968831,W2790400697,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,"A Survey on Big Data Market: Pricing, Trading and Protection",2019,2018,[19],"F. Liang, W. Yu, D. An, Q. Yang, X. Fu, and W. Zhao, “A Survey on Big Data Market: Pricing, Trading and Protection,” IEEE Access , vol. 6, pp. 15 132–15 154, 2018.",title_exact,0.97,2,"II. R ELATED WORK Data market and data trading issues have recently motivated studies to maximize revenues and proﬁts of data brokers (or data service providers) while satisfying data consumers (i.e., data buyers) [19]–[26]. Speciﬁcally, various data market structures for data trading like monopoly market, oligopoly market, and strong competition market were introduced in [19].

... [another target-aligned mention] ...

R ELATED WORK Data market and data trading issues have recently motivated studies to maximize revenues and proﬁts of data brokers (or data service providers) while satisfying data consumers (i.e., data buyers) [19]–[26]. Speciﬁcally, various data market structures for data trading like monopoly market, oligopoly market, and strong competition market were introduced in [19]. Niyato et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2934375453->W2743929098,W2934375453,W2743929098,Personal Data Market Optimization Pricing Model Based on Privacy Level,Data pricing strategy based on data quality,2020,2017,18,"Yu, H.; Zhang, M. Data pricing strategy based on data quality. Comput. Ind. Eng. 2017 ,112, 1–10. [CrossRef]",title_exact,0.97,2,"2.3. Customer’s Self-Selection Behavior Analysis In the privacy data pricing optimization model, consumer self-selection behavior analysis [ 18,19] is an important component and foundation. In an actual market environment, customer purchases of data products are complex and can be affected by a variety of factors, such as consumer preferences, interests, and data product prices.

... [another target-aligned mention] ...

In this paper, assuming that the consumer is rational, the consumer’s purchase selection behavior for the data product is determined by the utility function of the privacy data. In previous work, most studies assumed that the willingness to pay was a linear function [ 18,20]. However, the linear value function does not accurately capture the estimates of actual data and consumer’s self-selection behavior.",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W2934375453->W2759182208,W2934375453,W2759182208,Personal Data Market Optimization Pricing Model Based on Privacy Level,Pricing privacy – the right to know the value of your personal data,2020,2017,14,"Malgieri, G.; Custers, B. Pricing privacy—The right to know the value of your personal data. Comput. Law Secur. Rev. 2017 ,34, 289–303. [CrossRef]",title_exact,0.97,1,"Each data provider i2Kis modeled with a non-decreasing function (i.e., compensation scheme) Ci:t!R+, representing a promise between a data platform and a data provider on how much data provider should be compensated for their privacy loss t(Privacy loss is the extent to which individual sensitive information is disclosed. The quantiﬁcation of privacy loss to an individual is deﬁned by differential privacy [ 11,12]), where tis the quantiﬁcation of privacy loss of data provider as tand money are correlated [ 13,14]. In addition, the compensation scheme is determined by the data market according to the type of data provider (i.e., privacy preference).",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W2942073230->W2289113545,W2942073230,W2289113545,Big Data Market Optimization Pricing Model Based on Data Quality,Smart data pricing models for the internet of things: a bundling strategy approach,2019,2016,[17],"Y. Bakos and E. Brynjolfsson, “ Aggregation and disaggregation of information goods: Implications for bundling, site licensing,and micropayment systems, ” Lectures in E-Commerce ,p p .1 0 3 – 122, 2001. [ 1 8 ] D .N i y a t o ,D .T .H o a n g ,N .C .L u o n g ,P .W a n g ,D .I .K i m ,a n d Z. Han, “Smart data pricing models for the internet of things:a bundling strategy approach, ” IEEE Network,v o l .3 0 ,n o .2 ,p p . 18–25.",title_exact,0.97,1,"They believe that the two pricingmechanisms of information products, i.e., fixed costand pay-per-payment mechanisms, may affect theprofit of the seller. (2) Bundling pricing: this strategy originates from capital data market, and it represents an aggregation tech-nique [17]. In the capital data market, data vendors Complexity 3 bundle multiple types of products in accordance with certain strategies and allocate different prices forthem to be selected by heterogeneous consumers.Niyato et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2942073230->W2293940046,W2942073230,W2293940046,Big Data Market Optimization Pricing Model Based on Data Quality,Query-Based Data Pricing,2019,2020,[21],"P . Koutris, P . Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing, ” in Proceedings of the Symposium on Principles of Database Systems ,v o l .6 2 ,p p .1 6 7 – 1 7 8 ,2 0 1 2 . [ 2 2 ]Y .S h e n ,B .G u o ,Y .S h e n ,X .D u a n ,X .D o n g ,a n dH .Z h a n g , “ A pricing model for Big Personal Data, ” Tsinghua Science and Technology ,v o l .2 1 ,n o .5 ,p p .4 8 2 – 4 9 0 ,2 0 1 6 .",title_exact,0.97,1,"Th e r ea r ea l s os o m es c h o l a r sw h oh a v es t u d i e dt h e pricing model of data products from different perspectives.Koutris et al. [21] studied query-based pricing, and theydesigned a pricing algorithm that satisfies no-arbitrage andno-discount allowing the price of any query to be exportedautomatically. Shen et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2942073230->W2533772775,W2942073230,W2533772775,Big Data Market Optimization Pricing Model Based on Data Quality,A pricing model for Big Personal Data,2019,2016,[21],"P . Koutris, P . Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing, ” in Proceedings of the Symposium on Principles of Database Systems ,v o l .6 2 ,p p .1 6 7 – 1 7 8 ,2 0 1 2 . [ 2 2 ]Y .S h e n ,B .G u o ,Y .S h e n ,X .D u a n ,X .D o n g ,a n dH .Z h a n g , “ A pricing model for Big Personal Data, ” Tsinghua Science and Technology ,v o l .2 1 ,n o .5 ,p p .4 8 2 – 4 9 0 ,2 0 1 6 .",title_exact,0.97,1,"Th e r ea r ea l s os o m es c h o l a r sw h oh a v es t u d i e dt h e pricing model of data products from different perspectives.Koutris et al. [21] studied query-based pricing, and theydesigned a pricing algorithm that satisfies no-arbitrage andno-discount allowing the price of any query to be exportedautomatically. Shen et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2942073230->W2743929098,W2942073230,W2743929098,Big Data Market Optimization Pricing Model Based on Data Quality,Data pricing strategy based on data quality,2019,2017,[29],"H. Yu and M. Zhang, “Data pricing strategy based on data qual- ity,”Computers & Industrial Engineering ,v o l .1 1 2 ,s u p p e m e n t1 , pp. 1–10, 2017 .",title_compact_exact,0.99,1,"The measurement of dimensions will vary according to the type of data, so quality has to be evaluatedusing the criteria that the data has to comply with. In[28, 29], the applicability of the quality dimension to thedata market has been reviewed, especially the concept of version control, i.e., the data seller creates different quality versions of the data product to suit the needs and tastesof heterogeneous consumers. Literature [30] summarizesseven quality standards, which were expressed as 𝑄 𝑑= {𝑎𝑐𝑐𝑢𝑟𝑎𝑐𝑦, completeness, redundancy, data volume, latency, response time, 𝑡𝑖𝑚𝑒𝑙𝑖𝑛𝑒𝑠𝑠}.",grouped,grouped,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=[29] | human_note=nan,rescued_and_verified
W2942073230->W2765365501,W2942073230,W2765365501,Big Data Market Optimization Pricing Model Based on Data Quality,Pricing of Data Products in Data Marketplaces,2019,2020,[1],"S. A. Fricker and Y. V . Maksimov, “Pricing of data products in data marketplaces, ” in Proceedings of the International Confer- ence of Software Business ,v o l .3 0 4 ,p p .4 9 – 6 6 ,2 0 1 7 . [ 2 ] Y .J i a o ,P .W a n g,D .N i y a t o ,M .A b uA l s h e i k h ,a n dS .F e n g,“ P r o fi t maximization auction and data management in big data mar- kets, ” in Proceedings of the 2017 IEEE Wireless Communications and Networking Conference, WCNC , pp. 1–6, San Francisco, CA, USA, 2017 . [ 3 ]A .M u s c h a l l e ,F .S t a h l ,A .L a s e r ,a n dG .V o s s e n ,“ P r i c i n g approaches for data markets,” in Proceedings of the Workshop Business Intelligence for the Real Time Enterprise , pp. 129–144, 2012.",title_exact,0.97,2,"The storage and calculation of big dataare no longer the sole purpose. By using data mining andmachine learning to analyze data, it provides an opportunityto bring about breakthroughs in processing video, images,a n ds p e e c h[ 1 ] .U n f o r t u n a t e l y ,o n l yas m a l la m o u n to fd a t ai scurrently being fully utilized and its use is limited as well. Thereuse of these data can create huge commercial value, whichis the true meaning of big data.

... [another target-aligned mention] ...

In other words, we can create anynumber of quality levels based on them. For simplicity, onlythree measures in 𝑄 𝑑are all scaled in interval [0,1] and will be demonstrated here in detail, i.e., accuracy ,completeness, and redundancy . Table 1 [31] contains the metrics, report names, and description definitions for each quality attribute and liststhe calculation formulas.",mixed,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W2942073230->W2934375453,W2942073230,W2934375453,Big Data Market Optimization Pricing Model Based on Data Quality,Personal Data Market Optimization Pricing Model Based on Privacy Level,2019,2020,[23],"J. Yang and C. Xing, “Personal data market optimization pricing model based on privacy level,” Info rmation ,v o l .1 0 ,n o .4 ,p .1 2 3 , 2019.",title_exact,0.97,1,"Yang etal. [23] studied the pricing model of personal privacy data.They proposed a framework to compensate for privacy loss.This method can compensate for privacy loss based on user’spreferences and allow users to control their data throughfinancial means. Through extensive review of the literature, we can con- clude that existing data pricing literature either investigatespublished data pricing methods or studies new approachesthat focus on relevance and privacy.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2954543879->W2045522464,W2954543879,W2045522464,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment,2019,2020,[81],"H. Wang et al., “Understanding mobile trafﬁc patterns of large scale cellular towers in urban environment,” in Proceedings of the 2015 Internet Measurement Conference. ACM, 2015, pp. 225–238.",title_compact_exact,0.99,1,"Tenant trafﬁc loads and spectrum availability. To model the trafﬁc loads of tenants, we employed the daily aggregate trafﬁc pattern presented in [81] for an entertainment area, a representative indoor environment. We assume that the aggregate incoming hourly trafﬁc of each tenant follows a normal distribution with mean and variance depending on the particular hour in the day considered as shown in Fig.",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=[81] | human_note=nan,rescued_and_verified
W2956647116->W2790400697,W2956647116,W2790400697,Smart Contract Based Data Trading Mode Using Blockchain and Machine Learning,"A Survey on Big Data Market: Pricing, Trading and Protection",2019,2018,[1],"F. Liang, W. Yu, D. An, et al., “A survey on big data market: Pricing,trading andprotection,” IEEEAccess, 2018, vol.6,pp.15132-15154.",title_compact_exact,0.99,1,"INDEX TERMS Datatradingmode,Smartcontract,Blockchain,Machinelearning,Ethereum.I. INTRODUCTION As many new technologies are integrated into our daily life, such as the mobile and the social network applications, and the smart systems based on the Internet of Things (IoT) (smart home, smart city, smart transportation, smart grid, etc.), a large amount of data will be collected[1].Wehaveenteredtheeraofbigdata, the data sharing and trading is the trend of the times and the inevitable demand of the market. As people pay more and more attention to the economic value of big data in improving the utility efficiency and the decision-making, thecustomer experience and other aspects, some third-party big data trading centers have been established [2].",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=[1] | human_note=nan,rescued_and_verified
W2982407593->W2612128091,W2982407593,W2612128091,Trading Private Range Counting over Big IoT Data,QIRANA,2019,2020,[22],"S. Deep and P. Koutris, “Qirana: A framework for scalable query pricing, ”i n Proceedings of the 2017 ACM International Conference on Management of Data . ACM, 2017, pp. 699–713.",title_exact,0.97,1,"Trading Private Aggregation. For the trade of data analyzing results, current research mainly focuses on arbitrage avoiding in querying-based pricing mechanisms [22] [23]. The work in [9] proposes some arbitrage avoiding pricing mechanisms for arbitrary formats of queries.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2993467838->W2790400697,W2993467838,W2790400697,Evaluation of big data frameworks for analysis of smart grids,"A Survey on Big Data Market: Pricing, Trading and Protection",2020,2018,7,"Liang F, Yu W, An D, Yang Q, Fu X, Zhao W. A survey on big data market: pricing trading and protection. IEEE Access. 2018;6:15132–54. https ://doi.org/10.1109/ACCES S.2018.28068 81.",title_exact,0.97,1,"J Big Data (2019) 6:109 state-of-the art of big data technology in smart grid is presented. A comprehensive survey on the life cycle of data and data trading, such as studying a variety of data pricing models, categorizing them into different groups, and comparison of these models is presented in [7 ]. Kang et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2994622980->W2289113545,W2994622980,W2289113545,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,Smart data pricing models for the internet of things: a bundling strategy approach,2019,2016,[19],"D. Niyato, D. T. Hoang, N. C. Luong, P. Wang, D. I. Kim, and Z. Han, ``Smart data pricing models for the Internet of Things: A bundling strategy approach,'' IEEE Netw. , vol. 30, no. 2, pp. 1825, Feb. 2016.",title_exact,0.97,2,"RELATED WORK In this section, some related works about DASTs and DPTs are reviewed and discussed. Transactions of data analytics services were studied in [9], [19][21]. In [9], data analytics services are considered as digital items.

... [another target-aligned mention] ...

The optimal pricing and pro t maximization model based on Bayesian digital commodity auction were proposed. A smart data pricing method for IoT providers was proposed in [19], which deter- mined the purchase price of data packets for the data owner and the subscription fee for the service user. A pro t-driven data acquisition framework for the crowdsourcing-aware data trading market was proposed in [20].",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2994622980->W2790400697,W2994622980,W2790400697,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,"A Survey on Big Data Market: Pricing, Trading and Protection",2019,2018,[8],"F. Liang, W. Yu, D. An, Q. Yang, X. Fu, and W. Zhao, ``A survey on big data market: Pricing, trading and protection,'' IEEE Access , vol. 6, pp. 1513215154, 2018.",title_exact,0.97,1,"Moreover, with the development of the machine learning and data mining tech- nologies, data analytics services become popular to explore the potential value of industrial data [6]. In order to utilize industrial data to implement the intelligent manufacturing and meet the various requirements of traf c [7], an ef cient big data market should be designed to allow different IIoT entities to trade data commodities, including data packets and data analytics services in a secure way [8]. Both data packets and data analytics services are precious commodities among The associate editor coordinating the review of this manuscript and approving it for publication was Yonghui Li.industry circles, as data analytics services based on collected data packets have brought economic pro ts to various kinds of industries [9].",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2996741051->W2010653253,W2996741051,W2010653253,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects,A survey of smart data pricing,2019,2020,[14],"S. Sen, C. Joe-Wong, S. Ha and M. Chiang, “A survey of smart data pricing: Past proposals, current plans, and future trends,” ACM Computing Surveys (CSUR), vol. 46, no. 2, pp. 15–37, 2013.",title_exact,0.97,3,"However, this issue has been largely neglected by the network operators in the literature. To obtain greater revenue, the network operators can adopt appropriate pricing strategies to directly affect the users’ demand [14]. Initially, the operator only used static pricing that is simple ﬂat-rate data plans to engage users.

... [another target-aligned mention] ...

The motivation or intuition is that pricing should be leveraged strategically to affect demand to better handle unexploited capacity, hence yielding more revenue [15]. For example, MTN in Uganda and Uninor in India have offered time-dependent pricing for mobile message, where the message price is dynamically changed after one day or even one hour to achieve balance between the supply and demand [14], [16]. Also, China Telecom charges its users a discount data fees during less congested times, e.g., at night, and normal data fees otherwise.

... [another target-aligned mention] ...

II. R ELATED WORK A group of literature related to our work is the data pricing scheme for the network operators, which is designed to offer proﬁtable business as well as to create favorable services for the users [14], [21]. The network operators have been experiencing several emerging and innovative data pricing schemes, e.g., rollover data plans, secondary data market scheme [22] and sponsored data plan [23], [24].",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2996741051->W2342966760,W2996741051,W2342966760,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects,Time and Location Aware Mobile Data Pricing,2019,2015,[33],"Q. Ma, Y .-F. Liu and J. Huang, “Time and location aware mobile data pricing,” IEEE Transactions on Mobile Computing, vol. 15, no. 10, pp. 2599–2613, Ocotober 2016.",title_exact,0.97,2,"Therefore, congestion effect from physical domain on user behaviors is also common [29]–[32]. For example, if an Internet network operator becomes oversubscribed, its sub- scribers suffer from the congestion due to limited bandwidth and radio resources [33]. Consequently, the model introduced in [8], [9], [27], [28] has a major limitation as it cannot be applied into the wireless network environments, in which the 1536-1276 (c) 2019 IEEE.

... [another target-aligned mention] ...

Citation information: DOI 10.1109/TWC.2019.2957092, IEEE Transactions on Wireless Communications 3 Table I COMPARISON OF OUR WORK WITH MOST RELATED WORKS ON PRICING Ref. Pricing goods Pricing scheme Network effects Congestion effects [29], [30], [32] Networking resources Static pricing  X [31] Networking resources Dynamic pricing  X [16], [33] Mobile data Dynamic pricing   [8], [9], [34] Social goods Static pricing X  [27], [28] Social goods Dynamic pricing X  [5] Mobile social data Static pricing X X Ours Mobile social data Dynamic pricing X X radio resource is scarce and congestion can frequently happen. As such, the question remains to be answered whether the network operators keep beneﬁting from network effects when congestion happens.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2996741051->W2581979418,W2996741051,W2581979418,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects,When Social Network Effect Meets Congestion Effect in Wireless Networks: Data Usage Equilibrium and Optimal Pricing,2019,2017,[5],"X. Gong, L. Duan, X. Chen and J. Zhang, “When social network effect meets congestion effect in wireless networks: Data usage equilibrium and optimal pricing,” IEEE Journal on Selected Areas in Communica- tions (JSAC), vol. 35, no. 2, pp. 449–462, February 2017.[6] J. Nie, J. Luo, Z. Xiong, D. Niyato and P. Wang, “A stackelberg game approach toward socially-aware incentive mechanisms for mobile crowdsensing,” IEEE Transactions on Wireless Communications, vol. 18, no. 1, pp. 724–738, 2019.",title_exact,0.97,9,"Therefore, as the mobile users pay the data fees to access the social services, the mobile network operator has an incentive to encourage more mobile users, i.e., its potential customers, to access the services by consuming more social data. Generally, the stronger the network effects are, the more revenue the mobile network operator gains [5], [6]. The “network effect” is often highlighted in social and economic ﬁelds [7].

... [another target-aligned mention] ...

The reason is that when users increase their data demand, they may bear higher congestion, e.g., service delay, which restrains them to access and consume more. Consequently, the increasing congestion creates a signiﬁcant barrier for the network operator, and thus leads to a lower revenue [5], [13]. Therefore, mobile users’ data demand is not only subject to the network effects in the social domain, but also the congestion effects in the network domain.

... [another target-aligned mention] ...

However, most of existing works ignore to take homophily phenomenon into consideration, i.e., network effects, for designing the data pricing. The social aspect of mobile networking is an emerging paradigm for network design and optimization [5]. In [25], the authors found that the information obtained from social tie connections will inﬂuence in decision making.

... [another target-aligned mention] ...

Citation information: DOI 10.1109/TWC.2019.2957092, IEEE Transactions on Wireless Communications 3 Table I COMPARISON OF OUR WORK WITH MOST RELATED WORKS ON PRICING Ref. Pricing goods Pricing scheme Network effects Congestion effects [29], [30], [32] Networking resources Static pricing  X [31] Networking resources Dynamic pricing  X [16], [33] Mobile data Dynamic pricing   [8], [9], [34] Social goods Static pricing X  [27], [28] Social goods Dynamic pricing X  [5] Mobile social data Static pricing X X Ours Mobile social data Dynamic pricing X X radio resource is scarce and congestion can frequently happen. As such, the question remains to be answered whether the network operators keep beneﬁting from network effects when congestion happens.

... [another target-aligned mention] ...

To fully exploit the beneﬁt of social data services, it is more appropriate to design the pricing considering both the network effects and congestion effects in a holistic manner, such that the network operators can adopt the best strategy towards its revenue maximization. To our best knowledge, only the work [5] proposed the data pricing schemes with the joint consideration of network effects and congestion effects. In [5], the authors formulated the interaction between a network operator and mobile users as a two-stage Stackelberg game, by extending the model presented in [8].

... [another target-aligned mention] ...

To our best knowledge, only the work [5] proposed the data pricing schemes with the joint consideration of network effects and congestion effects. In [5], the authors formulated the interaction between a network operator and mobile users as a two-stage Stackelberg game, by extending the model presented in [8]. In the upper Stage I of the formulated game, the service provider acting as the leader determines the price for users.

... [another target-aligned mention] ...

Then, the users acting as the followers simultaneously decide on the data demand maximizing their individual utilities given the price in the lower Stage II. Nevertheless, the authors in [5] merely formulated the one- shot game to model the interaction between the network operator and mobile users with static pricing. In other words, the operator cannot utilize its ability to modify its strategy in response to the observed history.

... [another target-aligned mention] ...

We assume that the MNO, i.e., the seller, has complete information about the social network and can perfectly charge each user differently, i.e., discriminatory pricing1[38]. The objective of the MNO is to maximize its revenue which is expressed as follows:  = max piX i2Npixi: (2) Naturally, the two-stage Stackelberg game can be adopted to model the interaction between the MNO and users [5], [13], [39]. In the upper Stage I, the MNO, i.e., the leader, determines price pito maximize its revenue.

... [another target-aligned mention] ...

Thus, if Assumption 1 does not hold, users may choose to un- boundedly increase their data demand for utility maximization irrespective of the pricing strategy. Therefore, following [5], [13], [41], we make the similar assumption to ensure that the social data demand from each user is bounded. Assumption 1 is dictated by the need for tractability and also essential for clearly illustrating our insights.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3002742063->W2289113545,W3002742063,W2289113545,Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts,Smart data pricing models for the internet of things: a bundling strategy approach,2020,2016,[19],"D. Niyato, D. T. Hoang, N. C. Luong, P. Wang, D. I. Kim, and Z. Han, ``Smart data pricing models for the Internet of Things: A bundling strategy approach,'' IEEE Netw. , vol. 30, no. 2, pp. 1825, Mar. 2016, doi: 10.1109/mnet.2016.7437020.",title_exact,0.97,1,"The presented literature covers the monetization of IoT data and blockchain implementations. In [19], a smart data pricing model has been developed for IoT applications. The model provides a way to set the sub- scription prices for data generated by sensors.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3021125948->W2010653253,W3021125948,W2010653253,Contract Design in Hierarchical Game for Sponsored Content Service Market,A survey of smart data pricing,2020,2020,[35],"S. Sen, C. Joe-Wong, S. Ha and M. Chiang, “A survey of smart data pricing: Past proposals, current plans, and future trends,” Acm computing surveys (csur), vol. 46, no. 2, pp. 15, 2013.",title_exact,0.97,1,"Thus, the MNO determines the optimal price pto solve the following payoff, i.e., utility, maximization problem: UMNO (p) =XN i=1i[(1",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
