edge_id,source_id,target_id,citing_paper_title,cited_paper_title,citing_year,cited_year,target_reference_marker,target_reference_entry,reference_match_method,reference_match_score,num_mentions,all_target_aligned_contexts,context_type,alignment_status,alignment_note,candidate_upgrade_reason
W4220901737->W2765365501,W4220901737,W2765365501,Data Market Design: A Systematic Literature Review,Pricing of Data Products in Data Marketplaces,2022,2020,[23],"S. A. Fricker and Y. V. Maksimov, ``Pricing of data products in data mar- ketplaces,'' in Proc. Int. Conf. Softw. Bus., in Lecture Notes in Business Information Processing, vol. 304, 2017, pp. 4966.",title_compact_exact,0.99,4,"Finally, Fricker et al. performed a struc- tured literature review with snowballing and provide the most extensive overview of pricing data products in the academic literature on data markets [23]. They identify fourteen differ- ent approaches and evaluate each of these on functionality, context and maturity.

... [another target-aligned mention] ...

[1] and describes the relation of the actor who provides the data market to that of the data provider and data consumer. As will be discussed in section IV the question of who operates the data market has far-reaching consequences for the way a data market operates; for example: if the data provider is also the platform owner, it is easier for them to make sure all data is provided in a standard format and to set a price for the data product(s) provided [21], [23]. First, the quality of a data product has a service-level facet, which consists of extra-functional properties usually described in a service-level agreement (SLA), such as the availability of the data product and the responsibilities of the data provider and the data consumer [49].

... [another target-aligned mention] ...

If a work appears to t any of these criteria based on its title, abstract and keywords, it is included in our nal selection. Finally, since existing meta-research on data markets has already covered different types of pricing mechanisms [21][23], we excluded those works whose main contribu- tion, based on their abstract, concerns pricing mechanisms. B.

... [another target-aligned mention] ...

Finally, we note that the data consumer is not the only role with requirements as the data provider can also expect to be somehow rewarded for the exchange. As was previously noted in the introduction, the price determination problem has already been extensively covered in other works [22], [23]. However, other mechanisms for rewarding data providers can VOLUME 10, 2022 33139 S.",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990),Candidate v2.2 rescue via title_compact_exact (score=0.990)
W4220901737->W2790400697,W4220901737,W2790400697,Data Market Design: A Systematic Literature Review,"A Survey on Big Data Market: Pricing, Trading and Protection",2022,2018,[155],"F. Liang, W. Yu, D. An, Q. Yang, X. Fu, and W. Zhao, ``A survey on big data market: Pricing, trading and protection,'' IEEE Access, vol. 6, pp. 1513215154, 2018.",title_exact,0.97,0,,,ambiguous,"Reference entry matched, but the target marker was not found in the citing body text.",
W2289113545->W1994174199,W2289113545,W1994174199,Smart data pricing models for the internet of things: a bundling strategy approach,Smart data pricing: To share or not to share?,2016,2014,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2919782326->W2612128091,W2919782326,W2612128091,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,QIRANA,2019,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W4377865288->W2910976764,W4377865288,W2910976764,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",Nonrivalry and the Economics of Data,2020,2020,[39],"Charles I Jones and Christopher Tonetti. 2020. Nonrivalry and the Economics of Data. American Economic Review 110, 9 (2020), 2819–58.",title_exact,0.97,2,"Recently, this approach has motivated economists, legal scholars, and computing researchers to explore potential implications of treating user activities as labor via simulations [ 10]. For example, Jones and Tonetti simulated how granting users rights to the data they produce and allowing the data to be used across firms can maximize social gains from the data economy [ 39]. Others have taken a step further and recommended establishing third-party intermediaries that are analogous to labor unions to facilitate the relations between subgroups of users and technology companies [ 10,42].

... [another target-aligned mention] ...

For discussions of “data labor” to have meaningful, pragmatic implications for data producers, we first needed to distinguish what is and is not “data labor”. Drawing from emergent discussions about 2https://solidproject.org/ 3https://streamr.network/data labor across disciplines [ 7,39,66], we offer a working defini- tion: Activities that produce digital records useful for capital generation. Said differently, an activity must meet two criteria to be labeled as data labor: 1) it creates or enhances data (“digital records”), and 2) the resulting data helps to generate capital.",mixed,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W4226305897->W2293940046,W4226305897,W2293940046,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,Query-Based Data Pricing,2020,2020,51,"Koutris, P .; Upadhyaya, P .; Balazinska, M.; Howe, B.; Suciu, D. Query-Based Data Pricing. J. ACM 2015 ,62, 1–44. [CrossRef]",title_exact,0.97,1,"This algorithm is applied in blockchain-based data marketplaces [50]. Next, publications in this category primarily propose query-based pricing mechanisms, referring to the capability to allow “the price of any query to be derived automatically” ([51], p. 43).",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3121615946->W2533772775,W3121615946,W2533772775,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,A pricing model for Big Personal Data,2020,2016,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2514159439->W2045522464,W2514159439,W2045522464,Big Data Driven Mobile Traffic Understanding and Forecasting: A Time Series Approach,Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment,2016,2020,[16],"H. Wang, F. Xu, Yong Li, P . Zhang, D. Jin, “Understanding Mobile Trafﬁc Patterns of Large Scale Cellular Towers in Urban Environ- ment”, in Proc. ACM IMC 2015.",title_compact_exact,0.99,1,"Overall, there is a huge difference existing in the trafﬁc distribution of these different hours, reﬂecting the extremely inhomogeneous trafﬁc usages in terms of time and of different base stations. A more detailed trafﬁc analysis and characterization can be found in our prior work [16]. 2.2 Motivation Our dataset records the information of mobile trafﬁc con- sumption of about 9 thousand base stations spanning over one month, which quantitatively characterizes the spatio- temporal distribution of mobile trafﬁc load and human trafﬁc consumption behaviors.",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990),Candidate v2.2 rescue via title_compact_exact (score=0.990)
W2934375453->W2743929098,W2934375453,W2743929098,Personal Data Market Optimization Pricing Model Based on Privacy Level,Data pricing strategy based on data quality,2020,2017,18,"Yu, H.; Zhang, M. Data pricing strategy based on data quality. Comput. Ind. Eng. 2017 ,112, 1–10. [CrossRef]",title_exact,0.97,2,"2.3. Customer’s Self-Selection Behavior Analysis In the privacy data pricing optimization model, consumer self-selection behavior analysis [ 18,19] is an important component and foundation. In an actual market environment, customer purchases of data products are complex and can be affected by a variety of factors, such as consumer preferences, interests, and data product prices.

... [another target-aligned mention] ...

In this paper, assuming that the consumer is rational, the consumer’s purchase selection behavior for the data product is determined by the utility function of the privacy data. In previous work, most studies assumed that the willingness to pay was a linear function [ 18,20]. However, the linear value function does not accurately capture the estimates of actual data and consumer’s self-selection behavior.",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W2934375453->W2759182208,W2934375453,W2759182208,Personal Data Market Optimization Pricing Model Based on Privacy Level,Pricing privacy – the right to know the value of your personal data,2020,2017,14,"Malgieri, G.; Custers, B. Pricing privacy—The right to know the value of your personal data. Comput. Law Secur. Rev. 2017 ,34, 289–303. [CrossRef]",title_exact,0.97,1,"Each data provider i2Kis modeled with a non-decreasing function (i.e., compensation scheme) Ci:t!R+, representing a promise between a data platform and a data provider on how much data provider should be compensated for their privacy loss t(Privacy loss is the extent to which individual sensitive information is disclosed. The quantiﬁcation of privacy loss to an individual is deﬁned by differential privacy [ 11,12]), where tis the quantiﬁcation of privacy loss of data provider as tand money are correlated [ 13,14]. In addition, the compensation scheme is determined by the data market according to the type of data provider (i.e., privacy preference).",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W3195579788->W2168402580,W3195579788,W2168402580,Data pricing in machine learning pipelines,Query-based data pricing,2020,2020,58,"Koutris P, Upadhyaya P, Balazinska M, Howe B, Suciu D (2012) Query-based data pricing. In: Benedikt M, Krötzsch M, Lenzerini M (eds) Proceedings of the 31st ACM SIGMOD-SIGACT-SIGART sympo-sium on principles of database systems, PODS 2012, Scottsdale, AZ, USA, May 20–24, 2012. ACM,pp 167–178. https://doi.org/10.1145/2213556.2213582",title_exact,0.97,9,"Pricesshould be computed in polynomial time with respect to the number of participants [ 1]o rt h e number of data products [ 17]. In some application scenarios, however, it takes exponential time to compute the pricing functions with desirable properties, such as Shapley fairness [ 37], arbitrage-freeness [ 58], and revenue maximization [ 17]. For example, Koutris et al.

... [another target-aligned mention] ...

For example, Koutris et al. [ 58]s h o w that computing arbitrage-free prices of join queries on a relational database is in generalNP-hard. How to efﬁciently determine prices with desirable properties presents technicalchallenges.

... [another target-aligned mention] ...

The ﬁrst formal framework for arbitrage-free query-based data pricing was introduced by Koutris et al. [ 58]. The major idea is that a data seller can ﬁrst specify the prices of a few views Vover a database, and then the price of a query bundle Qis decided algorithmically.

... [another target-aligned mention] ...

Subsequently, Koutris et al. [ 59] develop a prototype pricing system, QueryMarket, based on the idea [ 58]. They formulate the pricing model as an integer linear program (ILP) with the objective to minimize the total cost of purchased views V p.

... [another target-aligned mention] ...

Cong et al. [58] do. By adapting the theoretical results in [ 58], the authors show that the view-based pricing model for linear aggregation queries is NP-hard.

... [another target-aligned mention] ...

[58] do. By adapting the theoretical results in [ 58], the authors show that the view-based pricing model for linear aggregation queries is NP-hard. Lin and Kifer [ 65] study arbitrage-free pricing for general data queries.

... [another target-aligned mention] ...

The authors point out that the model by Koutris et al. [ 58] has pricing- based arbitrage, that is, the computed prices may leak information about D. Theoretically, they propose an instance-independent pricing function and a delayed pricing function thatare arbitrage-free across all forms.

... [another target-aligned mention] ...

Cong et al. Table 1 The representative data pricing models of raw data sets Product Objectives References General data No speciﬁc optimization goals [ 43] (1) Revenue maximization [ 117] Sensing data (1) Truthfulness; (2) Individual rationality; (3) Proﬁtability[115] (1) Truthfulness; (2) Social welfare maximization[52] (1) Truthfulness (2) Buyer’s cost minimization [ 60] Chain queries, conjunctive queries, and cyclic queries(1) Arbitrage-freeness; (2) Discount-freeness [ 58] Conjunctive queries (1) Arbitrage-freeness; (2) Discount-freeness; (3) History-awareness; (4) Fairness[59] General data queries (1) Arbitrage-freeness [ 28], [65] (1) Arbitrage-freeness; (2) History-awareness [ 29] (1) Arbitrage-freeness; (2) Revenue maximization[16] Selection-projection-natural join queries over incomplete databases(1) Arbitrage-freeness; (2) History-awareness [ 75] Selection queries (1) History-awareness [ 111] Counting queries on binary data (1) Privacy compensation; (2) Truthfulness; (3) Buyer’s cost minimization[38] Linear aggregation queries (1) Privacy compensation; (2) Query accuracy maximization under budget constraint[21] (1) Privacy compensation; (2) Personalized maximum tolerable privacy loss; (3) Queryaccuracy maximization under budgetconstraint[83] (1) Privacy compensation; (2) Truthfulness; (3) Personalized maximum tolerable privacy loss; (4) Query accuracy maximization under budget constraint[121] (1) Privacy compensation; (2) Arbitrage-freeness [ 62] (1) Privacy compensation; (2) Arbitrage-freeness; (3) Dependency fairness[84] Geo-location data (1) Privacy compensation; (2) Data accuracy maximization under budget constraint[53] tables can be used as a starting point in helping data pricing practitioners to choose the right pricing models for their settings. Tables 1,2,3,a n d 4have three columns.

... [another target-aligned mention] ...

A data buyerwith a limited budget may not want to purchase many similar data points, as the diversity oftraining data sets is critical to the performance of machine learning models [ 34]. Query-based pricing models [ 58] allow data buyers to only purchase their interested parts of a data set. However, the existing query-based pricing models are only designed for relational data setsin monopoly markets.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3195579788->W2473283431,W3195579788,W2473283431,Data pricing in machine learning pipelines,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,2020,2016,71,"Luong NC, Hoang DT, Wang P, Niyato D, Kim DI, Han Z (2016) Data collection and wireless communi- cation in internet of things (IoT) using economic analysis and pricing models: a survey. IEEE CommunSurv Tutor 18(4):2546–2590",title_compact_exact,0.99,3,"This strategy is adopted in personal data pricing, where thecost is the total privacy compensation to data owners [ 84]. A disadvantage of the cost-based pricing strategy is that it only considers internal factors in determining the selling price.External factors, such as competition and demands, are not included [ 71]. Customer value-based pricing determines the price of a product primarily based on how much the target customers believe a product is worth [ 27].

... [another target-aligned mention] ...

Customer value-based pricing determines the price of a product primarily based on how much the target customers believe a product is worth [ 27]. To apply customer value-based pricing, a seller needs to estimate customers’ demands for a product through their willingnessand affordability [ 71]. Customer value-based pricing is the most popularly used strategy for data pricing.

... [another target-aligned mention] ...

Game theory provides a powerful tool to implement the strategy. In a non-cooperative game, every seller is selﬁsh and sets theprice that maximizes the seller’s proﬁt independently [ 71]. The competition result, that is the asking price of each seller, is the Nash equilibrium [ 80].",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990),Candidate v2.2 rescue via title_compact_exact (score=0.990)
W3195579788->W2612128091,W3195579788,W2612128091,Data pricing in machine learning pipelines,QIRANA,2020,2020,29,"Deep S, Koutris P (2017b) QIRANA: a framework for scalable query pricing. In: Salihoglu S, Zhou W, Chirkova R, Yang J, Suciu D (eds) Proceedings of the 2017 ACM international conference on 123 Data pricing in machine learning pipelines 1449 management of data, SIGMOD conference 2017, Chicago, IL, USA, May 14–19, 2017. ACM, pp 699–",title_exact,0.97,6,"In a sell-side marketplace, the arbiter is operatedby a monopoly data seller to sell the single seller’s data products. In literature, sell-sidemarketplaces are considered by pricing models of both general data sets [ 43] and speciﬁc types of data products, such as XML documents [ 108] and data queries on a relational database [ 29]. A buy-side marketplace [ 120] ,a ss h o w ni nF i g .

... [another target-aligned mention] ...

Several examples of arbitrage-free pricing functionsare presented, including the weighted coverage function and the Shannon entropy function. Deep and Koutris [ 29] later implement the theoretical framework [ 28] into a real time pricing system, QIRANA, which computes the price of a query bundle Qfrom the view of uncertainty reduction. They assume that a buyer is facing a set of all possible databaseinstances Swith the same schema as the true database instance D.

... [another target-aligned mention] ...

QueryMarket [ 59] tracks the purchased views of a customer and avoids charging those views when pricing future queries of the customer. Both[29]a n d[ 75] support history-aware pricing in the same vein as [ 59]. One drawback of these history-based approaches is that the seller must provide reliable storage to keep users’ queryhistory [ 111].

... [another target-aligned mention] ...

By tracking coupon status, the data seller guarantees that each coupon will be usedonly once. However, the pricing function has no arbitrage-free guarantee [ 29]. 3.4 Privacy compensation Machine learning models in many areas, like recommendation systems [ 21] and personalized medical treatments [ 72], require a large amount of personal data.

... [another target-aligned mention] ...

Such ﬂexibility makes it easier to version raw data products, and enablesmore ﬂexible pricing mechanisms. For example, according to how much information isrevealed, different prices can be assigned to different queries on the same database [ 29]. 123 1442 Z.

... [another target-aligned mention] ...

Cong et al. Table 1 The representative data pricing models of raw data sets Product Objectives References General data No speciﬁc optimization goals [ 43] (1) Revenue maximization [ 117] Sensing data (1) Truthfulness; (2) Individual rationality; (3) Proﬁtability[115] (1) Truthfulness; (2) Social welfare maximization[52] (1) Truthfulness (2) Buyer’s cost minimization [ 60] Chain queries, conjunctive queries, and cyclic queries(1) Arbitrage-freeness; (2) Discount-freeness [ 58] Conjunctive queries (1) Arbitrage-freeness; (2) Discount-freeness; (3) History-awareness; (4) Fairness[59] General data queries (1) Arbitrage-freeness [ 28], [65] (1) Arbitrage-freeness; (2) History-awareness [ 29] (1) Arbitrage-freeness; (2) Revenue maximization[16] Selection-projection-natural join queries over incomplete databases(1) Arbitrage-freeness; (2) History-awareness [ 75] Selection queries (1) History-awareness [ 111] Counting queries on binary data (1) Privacy compensation; (2) Truthfulness; (3) Buyer’s cost minimization[38] Linear aggregation queries (1) Privacy compensation; (2) Query accuracy maximization under budget constraint[21] (1) Privacy compensation; (2) Personalized maximum tolerable privacy loss; (3) Queryaccuracy maximization under budgetconstraint[83] (1) Privacy compensation; (2) Truthfulness; (3) Personalized maximum tolerable privacy loss; (4) Query accuracy maximization under budget constraint[121] (1) Privacy compensation; (2) Arbitrage-freeness [ 62] (1) Privacy compensation; (2) Arbitrage-freeness; (3) Dependency fairness[84] Geo-location data (1) Privacy compensation; (2) Data accuracy maximization under budget constraint[53] tables can be used as a starting point in helping data pricing practitioners to choose the right pricing models for their settings. Tables 1,2,3,a n d 4have three columns.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3195579788->W2743929098,W3195579788,W2743929098,Data pricing in machine learning pipelines,Data pricing strategy based on data quality,2020,2017,117,"Yu H, Zhang M (2017) Data pricing strategy based on data quality. Comput Ind Eng 112:1–10. https:// doi.org/10.1016/j.cie.2017.08.008",title_exact,0.97,3,"A more comprehensive list of quality criteria is proposedin [106]. Yu and Zhang [ 117] study the problem of trading multiple versions of a data set, constructed by different data quality factors. They assume customers’ demands and maximum acceptableprices of different versions are public.

... [another target-aligned mention] ...

Solving the bi-level programming model is NP-hard. Yu and Zhang [ 117] propose a heuristic genetic algorithm to approach it numerically. 123 1426 Z.

... [another target-aligned mention] ...

Cong et al. Table 1 The representative data pricing models of raw data sets Product Objectives References General data No speciﬁc optimization goals [ 43] (1) Revenue maximization [ 117] Sensing data (1) Truthfulness; (2) Individual rationality; (3) Proﬁtability[115] (1) Truthfulness; (2) Social welfare maximization[52] (1) Truthfulness (2) Buyer’s cost minimization [ 60] Chain queries, conjunctive queries, and cyclic queries(1) Arbitrage-freeness; (2) Discount-freeness [ 58] Conjunctive queries (1) Arbitrage-freeness; (2) Discount-freeness; (3) History-awareness; (4) Fairness[59] General data queries (1) Arbitrage-freeness [ 28], [65] (1) Arbitrage-freeness; (2) History-awareness [ 29] (1) Arbitrage-freeness; (2) Revenue maximization[16] Selection-projection-natural join queries over incomplete databases(1) Arbitrage-freeness; (2) History-awareness [ 75] Selection queries (1) History-awareness [ 111] Counting queries on binary data (1) Privacy compensation; (2) Truthfulness; (3) Buyer’s cost minimization[38] Linear aggregation queries (1) Privacy compensation; (2) Query accuracy maximization under budget constraint[21] (1) Privacy compensation; (2) Personalized maximum tolerable privacy loss; (3) Queryaccuracy maximization under budgetconstraint[83] (1) Privacy compensation; (2) Truthfulness; (3) Personalized maximum tolerable privacy loss; (4) Query accuracy maximization under budget constraint[121] (1) Privacy compensation; (2) Arbitrage-freeness [ 62] (1) Privacy compensation; (2) Arbitrage-freeness; (3) Dependency fairness[84] Geo-location data (1) Privacy compensation; (2) Data accuracy maximization under budget constraint[53] tables can be used as a starting point in helping data pricing practitioners to choose the right pricing models for their settings. Tables 1,2,3,a n d 4have three columns.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3195579788->W2765365501,W3195579788,W2765365501,Data pricing in machine learning pipelines,Pricing of Data Products in Data Marketplaces,2020,2020,35,"Fricker SA, Maksimov YV (2017) Pricing of data products in data marketplaces. In: Ojala A, Holmström Olsson H, Werder K (eds) Software business. Springer, Cham, pp 49–66",title_exact,0.97,2,"Figure 1shows the connections of the four tasks. There are some previous surveys related to data pricing [ 35,63,120]. This article covers a substantially deeper and more focused scope than those.

... [another target-aligned mention] ...

2.3 Four types of data markets Similar to physical goods, the prices of data products are also inﬂuenced by the dominanceand diversity of supplies and demands in the market. Fricker and Maksimov [ 35] identify four types of data markets. First, in a monopoly ,a supplier holds enough market power to set prices to maximize proﬁts.",mixed,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W3195579788->W2790400697,W3195579788,W2790400697,Data pricing in machine learning pipelines,"A Survey on Big Data Market: Pricing, Trading and Protection",2020,2018,63,"Liang F, Yu W, An D, Yang Q, Fu X, Zhao W (2018) A survey on big data market: pricing, trading and protection. IEEE Access 6:15132–15154",title_exact,0.97,1,"Figure 1shows the connections of the four tasks. There are some previous surveys related to data pricing [ 35,63,120]. This article covers a substantially deeper and more focused scope than those.",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W3195579788->W3084177365,W3195579788,W3084177365,Data pricing in machine learning pipelines,A Survey on Data Pricing: From Economics to Data Science,2020,2020,86,Pei J (2020) A survey on data pricing: from economics to data science. IEEE Trans Knowl Data Eng. https://doi.org/10.1109/TKDE.2020.3045927 123 1452 Z. Cong et al.,title_exact,0.97,8,"In response to the massive and diversiﬁed demands for various data, data products become valuable assets for purchase and sale. Here, data products refer to data sets as products and information services derived from data sets [ 86]. Data commoditization motivates data owners to share their data products in exchange of rewards and thus helps data buyers to access dataproducts of high quality and large quantities.

... [another target-aligned mention] ...

In this article, we try to present acomprehensive survey on data pricing in machine learning pipelines. Very recently, Pei [ 86] presents a survey connecting economics, digital product pricing, and data product pricing. Heidentiﬁes a series of desirable properties in data pricing and reviews the techniques achievingthose properties.

... [another target-aligned mention] ...

Heidentiﬁes a series of desirable properties in data pricing and reviews the techniques achievingthose properties. But Pei [ 86] does not focus on machine learning pipeline and does not cover the studies of pricing data labels. The rest of this survey is organized as follows.

... [another target-aligned mention] ...

2.4 Desiderata of data pricing There are some desiderata preferred by most pricing models. In this section, we brieﬂy reviewthe six desiderata suggested by Pei [ 86]. In addition, we complement the existing study by an important desideratum, effort elicitation.

... [another target-aligned mention] ...

The revenue of a seller is maximizedwhen the manufacturing level is set such that the marginal revenue is zero [ 11]. Since data products can be re-produced at almost zero costs [ 1], the revenue maximization techniques for data products and physical products are quite different [ 86]. Fairness In some scenarios, sellers need to cooperatively participate in a transaction.

... [another target-aligned mention] ...

As a consequence, a critical concern is that a data buyer may circumvent theadvertised price of a product through buying a bundle of cheaper ones, which negativelyaffects the seller’s revenue. For example, consider a data seller selling noisy queries to theseller’s database [ 84,86], and the seller perturbs each query answer independently with random noise. An answer with a variance of 5 is sold at $5 and with a variance of 1 is soldat $50.

... [another target-aligned mention] ...

Privacy-preservation Privacy protection during the transactions of data raises more and more concerns. In data marketplaces, the privacy of buyers, sellers, and involved third partiesare highly vulnerable, and might be disclosed in many different ways [ 86]. Many different solutions have been proposed for privacy protection in data markets [ 34,47,62].

... [another target-aligned mention] ...

7.1 Data pricing models in industry In recent years, many data marketplaces have emerged, where raw and processed data sets, theservices of data labeling, and machine learning models are traded [ 105]. Six pricing models are commonly used in the real-world data marketplaces [ 86,105], namely free data, ﬂat fee tariff model, pay-per-use model, package pricing, two-part tariff model, and freemium. Data marketplaces operated by authorities or non-proﬁt organizations usually provide raw data sets free of charge.",mixed,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W3084177365->W2010653253,W3084177365,W2010653253,A Survey on Data Pricing: From Economics to Data Science,A survey of smart data pricing,2020,2020,[181],"S. Sen, C. Joe-Wong, S. Ha, and M. Chiang, “A survey of smart data pricing: Past proposals, current plans, and future trends,” ACM Computing Survey, vol. 46, no. 2, Nov. 2013.",title_exact,0.97,1,"In addition, Sen et al. [181] survey the major broad-band pricing proposals, including the realizations in various con- sumer data plans around the world. Murthy et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3084177365->W2168402580,W3084177365,W2168402580,A Survey on Data Pricing: From Economics to Data Science,Query-based data pricing,2020,2020,[121],"P . Koutris, P . Upadhyaya, M. Balazinska, B. Howe, and D. Su- ciu, “Query-based data pricing,” in Proceedings of the 31st ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Sys- tems, ser. PODS’12. New York, NY, USA: Association for Computing Machinery, 2012, pp. 167–178.",title_exact,0.97,3,"Each level is modeled as a maximization problem and thus the whole model is a bi-level programming problem, which is NP-hard. Another way to form multiple versions of data products is to charge by queries [121]–[124]. Intuitively, a data seller may treat a view of a data set as a version.

... [another target-aligned mention] ...

Koutris et al. [121], [124] propose a framework of query and view based data pricing. The major idea is that a seller only needs to specify the prices on a few views, and then the prices of other views can be decided algorithmically.

... [another target-aligned mention] ...

[151] point out that a pricing model charging users a certain amount of API calls for a ﬁxed rate may potentially allow arbitrage, depending on the package size. Arbitrage-freeness is one of the fundamental properties of pricing models in query and view based pricing [121]– [124]. Li and Miklau [134] and Li et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3084177365->W2293940046,W3084177365,W2293940046,A Survey on Data Pricing: From Economics to Data Science,Query-Based Data Pricing,2020,2020,[121],"P . Koutris, P . Upadhyaya, M. Balazinska, B. Howe, and D. Su- ciu, “Query-based data pricing,” in Proceedings of the 31st ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Sys- tems, ser. PODS’12. New York, NY, USA: Association for Computing Machinery, 2012, pp. 167–178.",title_exact,0.97,3,"Each level is modeled as a maximization problem and thus the whole model is a bi-level programming problem, which is NP-hard. Another way to form multiple versions of data products is to charge by queries [121]–[124]. Intuitively, a data seller may treat a view of a data set as a version.

... [another target-aligned mention] ...

Koutris et al. [121], [124] propose a framework of query and view based data pricing. The major idea is that a seller only needs to specify the prices on a few views, and then the prices of other views can be decided algorithmically.

... [another target-aligned mention] ...

[151] point out that a pricing model charging users a certain amount of API calls for a ﬁxed rate may potentially allow arbitrage, depending on the package size. Arbitrage-freeness is one of the fundamental properties of pricing models in query and view based pricing [121]– [124]. Li and Miklau [134] and Li et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3084177365->W2612128091,W3084177365,W2612128091,A Survey on Data Pricing: From Economics to Data Science,QIRANA,2020,2020,[55],"——, “Qirana: A framework for scalable query pricing,” in Pro- ceedings of the 2017 ACM International Conference on Management of Data, ser. SIGMOD’17. New York, NY, USA: Association for Computing Machinery, 2017, pp. 699–713.",title_exact,0.97,3,"Many theoretical methods are not scalable in practice. Qirana [55], [56] is a system for query-based pricing, which allows data sellers to choose from a set of pricing functions that are information arbitrage-free, which covers both post-processing arbitrage- freeness and serendipitous arbitrage-freeness in Lin and Kifer’s taxonomy [138]. Qirana also supports history-aware pricing.

... [another target-aligned mention] ...

If a buyer gets two coupons c1andc2in two different purchases such that c1[(tid;uid;v )] =c2[(tid;uid;v )], then the buyer can ask the seller for a refund by showing the two coupons. As pointed out by Deep and Koutris [55], the refund mechanism does not provide any arbitrage-free guarantee. Qirana [55], [56] can support history-aware pricing.

... [another target-aligned mention] ...

As pointed out by Deep and Koutris [55], the refund mechanism does not provide any arbitrage-free guarantee. Qirana [55], [56] can support history-aware pricing. To incorporate a query history, suppose a buyer already purchases queries Q=Q1;:::;Qkand pays for a to- tal ofp(Q;D )so far.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3084177365->W2734426755,W3084177365,W2734426755,A Survey on Data Pricing: From Economics to Data Science,An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,2020,2020,[223],"Z. Zheng, Y. Peng, F. Wu, S. Tang, and G. Chen, “An online pricing mechanism for mobile crowdsensing data markets,” in Proceedings of the 18th ACM International Symposium on Mobile Ad Hoc Networking and Computing , ser. Mobihoc’17. New York, NY, USA: Association for Computing Machinery, 2017.",title_exact,0.97,1,"Zheng et al. [223] consider online pricing for mobile crowd-sensing data markets. Different from most of the work on data markets, they assume that data providers are distributed in space and there are three types of spa- tial queries from buyers, namely single-data query (e.g., inquiring the value at a speciﬁc location), multi-data query (e.g., inquiring the mean in a region) and range query (e.g., inquiring the probability that the data at a region falls in a given range).",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3084177365->W2743929098,W3084177365,W2743929098,A Survey on Data Pricing: From Economics to Data Science,Data pricing strategy based on data quality,2020,2017,[219],"H. Yu and M. Zhang, “Data pricing strategy based on data quality,” Computers & Industrial Engineering, vol. 112, pp. 1 – 10, 2017.",title_exact,0.97,1,"Another difﬁculty is that many data sets do not have public prices associated. Yu and Zhang [219] consider pricing multiple versions formed by multiple factors of data quality and build a two-level model. The ﬁrst level is the data platform where a single owner is assumed, who designs the number of versions.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
