Source_ID,Target_ID,Context_Text,LLM_Section,LLM_Sentiment,LLM_Relevance,Weight_Loc,Weight_Sent,Weight_Rel,Weight_Combined,Confidence,Source_Clean,Citing_Year
https://openalex.org/W4226305897,https://openalex.org/W2765365501,"ed on this ﬁnding, the pattern of evolution of data marketplace research tends to follow the technology push (i.e., technological advancement drives innovation). We suggest three explanations for the dominance of technical research in data marketplaces literature. First, funding and project availability are intensely focused on the technological development of data marketplaces refer to the description of EU funded projects on data markets (https://cordis.europa.eu/programme/id/H2020_ICT 13 2018 2019, accessed on 9 August 2021). The European data strategy [1] provides a clear example of this, as it intends to “invest €2 billion in a European High Impact Project to develop data processing infrastructures, data sharing tools, [and] architectures.” Second, with recent increases in funding, ma

... [另一次引用] ...

s, S.; Pozo, A.; Alonso, Á.; Salvachúa, J.; Huecas, G. An Architecture for Providing Data Usage and Access Control in Data Sharing Ecosystems. Procedia Comput. Sci. 2019, 160, 590 597. [CrossRef] 15. Demchenko, Y.; Los, W.; de Laat, C. Data as economic goods: Deﬁnitions, properties, challenges, enabling technologies for future data markets. ITU J. ICT Discov. 2018, 1, 1 10. 16. Zhang, R.; Indulska, M.; Sadiq, S. Discovering Data Quality Problems. Bus. Inf. Syst. Eng. 2019, 61, 575 593. [CrossRef] 17. Schomakers, E. M.; Lidynia, C.; Zieﬂe, M. All of me? Users’ preferences for privacy preserving data markets and the importance of anonymity. Electron. Mark. 202

... [另一次引用] ...

.; Lidynia, C.; Zieﬂe, M. All of me? Users’ preferences for privacy preserving data markets and the importance of anonymity. Electron. Mark. 2020, 30, 649 665. [CrossRef] 18. Kamleitner, B.; Mitchell, V. W. Can consumers experience ownership for their personal data? From issues of scope and invisibility to agents handling our digital blueprints. In Psychological Ownership and Consumer Behavior; Springer: Cham, Switzerland, 2018; pp. 91 118. 19. Spiekermann, S.; Korunovska, J. Towards a value theory for personal data. J. Inf. Technol. 2017, 32, 62 84. [CrossRef] 20. Perera, C.; Wakenshaw, S.Y.; Baarslag, T.; Haddadi, H.; Bandara, A.K.; Mortier, R.; Crabtree, A.; Ng, I.C.; McAuley, D.; Crowcroft, J. Valorising the IoT datab",Discussion,0.65,0.8,0.6,0.825,0.6400000000000001,0.3168,0.9,W4226305897,2021
https://openalex.org/W4226305897,https://openalex.org/W2790400697,"auction based pricing using the Bayesian mathematical model [140,141], a pricing mechanism negotiation based on a negotiation game theory based in the energy domain [142], and a generic pricing mechanism based on a non cooperative game the ory in Mobile Crowdsensing [143]. Finally, Stahl and Vossen [144] discuss data quality criteria (such as accuracy, completeness) that can be used to relatively price data, while Jang et al. [145] propose a three hierarchal model of data trading and create a pricing function to achieve Nash Equilibrium (NE). 4. Discussion This paper aims to investigate the current",Discussion,0.85,0.9,0.6,0.925,0.81,0.44955,0.95,W4226305897,2021
https://openalex.org/W2758203152,https://openalex.org/W2010653253,"iance due to hard disk latency; to 32100 MHz, 16 cores per processor, no hyper threading. 60 SoCC’17, September 24 27, 2017, Santa Clara, CA, USA M. Shahrad et al. ensure the load is generated in the same way during each experi ment, we used the httpmon [32] workload generator in open sys tem model [51] and the same sequence of exponentially distributed inter arrival times; no non essential processes or cron scripts were running at the time of experiments. To foster replication of our results [21, 67] and make our contri bution more useful to other researchers, we published our experi mental setup

... [另一次引用] ...

r Infrastructure as a Service. In Proceedings of the 10th International Conference on Autonomic Computing (ICAC ’13). USENIX, San Jose, CA, 69ś82. [50] Joseph Lee Rodgers and W. Alan Nicewander. 1988. Thirteen Ways to Look at the Correlation Coeicient. The American Statistician 42, 1 (1988), 59ś66. [51] Bianca Schroeder, Adam Wierman, and Mor Harchol Balter. 2006. Open Versus Closed: A Cautionary Tale. In NSDI. USENIX. [52] Fred C Schweppe, Michael C Caramanis, Richard D Tabors, and Roger E Bohn. 2013. Spot pricing of electricity. Springer Science & Business Media. [53] Soumya Sen, Carlee Joe Wong",Method,0.0,0.2,1.0,0.5,0.04,0.02,0.8,W2758203152,2017
https://openalex.org/W3202603574,https://openalex.org/W2974598553,"e productivity and output; (2) what are the possible effects on the functional income distribution, i.e. how are profits, wages and digital skill premia affected; and (3) what could be possible policy responses? 1 Combined, the four companies Google, Amazon, Facebook and Apple reach a market capitalisa tion value of nearly $5.5 trillion in November 2020 entailing nearly 40% growth up from $4 trillion in December 2019 and a 50% growth on average since March 2020.Yahoo Finance; https://​www.​techc​han nel.​news/​11/​11/​2020/​market ​cap ​of ​big ​five ​tech ​compa​nies ​surge ​46 ​to 7 ​1tr ​so ​far ​this ​year/; https://​ compa​niesm​arket​cap.​com/​tech/​large​st ​tech ​compa​nies ​by ​market ​cap/ and https:/

... [另一次引用] ...

erial capital. This may explain the growing productivity divide between fron tier firms and laggards (see e.g. Berlingieri et al. 2020; Andrews et al. 2018). Also, (b) being a general purpose technology,4 a critical mass of ICT penetration may be required before aggregate productivity gains materialise. (Anderton et al. 2020; Brynjolfsson et al. 2019; Cardona et al. 2013). Van Ark et al. (2019) point to above average contributions to productivity growth from the most ICT intensive industries. A finding very relevant for our paper is that the concentration of activity in the most productive firms (‘superstar firms’) drives not only an increase i

... [另一次引用] ...

eign competition, domestic labour demand may increase across skills groups (Aghion et al. 2019). Different manifestations of ICT may have different effects. Acemoglu and Restrepo (2017) find that industrial robots reduce employment, while other forms of ICT do not. Similarly, based on a survey of Swiss firms, Balsmeier and Woerter (2019) observe increases (decreases) in the demand for high skilled (low skilled) workers related to ICT. These effects largely stem from machine based ICT such as robots, but not from e commerce. 575 COVID 19 acceleration in digitalisation, aggregate… 1 3 High skills are an important asset but to reap t",Discussion,0.25,0.65,0.6,0.625,0.4225,0.1584375,0.85,W3202603574,2021
https://openalex.org/W3206864493,https://openalex.org/W2974598553,"nd derogations necessary for the purpose of balancing those fundamental rights” (see Recital 153 GDPR). However, nothing stands in the way of the same legislator, in full respect of the Charter of Fundamental Rights and the Treaties, adjusting this balance in later legislation. In this context, the European Data Protection Supervi­ sor (EDPS) has issued several opinions (Wiewiórowski, 2019), including on initia­ tives aimed at broadening the sharing of information for law enforcement purpos­ es. 5 Zygmuntowski, Zoboli, Nemitz Furthermore, the GDPR states that the protection of personal data cannot be a jus­ tification for restricting the free movement of personal data within the Unio

... [另一次引用] ...

collaboration. It remains to be hoped that the orientation for public interest outlined above will find its way into a new set of European rules for good data governance, based on the rule of law, on fundamental rights and on the primacy of democracy. 5. Conclusion In the search for a distinctively European understanding of technological sover­ eignty, encompassing both citizens’ rights and technological artefacts that “tackle real (not only commercial) problems based on open codes” (Calzada, 2019, n.p.), there is a need for a more inclusive, broad governance design, addressing data across sectors and regulatory instruments. Given the fluidity of data, its replicabili­ ty, and its own multipurpose nature, the thinking of the past will not serve public policy purposes anymore. If the same dat

... [另一次引用] ...

ars will join in the effort to study the design principles, tools, and conditions for data commons to be stewarded in the public interest, since it is the challenge of our time. It is a natural and necessary extension of ex­ isting legal protections in the digital age, establishing institutions for European society venturing into the XXIst century. References Abraham, R., Schneider, J., & vom Brocke, J. (2019). Data governance: A conceptual framework, structured review, and research agenda. International Journal of Information Management, 49, 424 438. https://doi.org/10.1016/j.ijinfomgt.2019.07.008 Acemoglu, D., Makhdoumi, A., Malekian, A., & Ozdaglar, A. (2019).",Discussion,0.25,0.65,0.6,0.625,0.4225,0.1584375,0.85,W3206864493,2021
https://openalex.org/W3210061505,https://openalex.org/W2533772775,"iated a survey of the trade offs between data privacy and data utility in a dataset, and Dwork et al. introduced differential privacy and a Laplace mechanism ( Dwork et al., 2017 ). Zhang et al. (2011) proposed how to use differential privacy to limit the disclosure of personal infor mation in data mining. Malgieri and Custers (2018) analyzed whether individuals have the right to know the value of their personal data. Abadi et al. (2016) believed that, when publish ing a statistical query, privacy loss exists from the perspective of differential privacy. Chao et al. (2014) ; Li et al. (2017) pro posed a private data pricing th

... [另一次引用] ...

ata markets. IEEE Trans. Knowl. Data Eng. 2019;31(1):105 19 . Niu C , Zheng Z , Wu F , Tang S , Gao X , Chen G . Unlocking the value of privacy: trading aggregate statistics over private correlated data. In: Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining. ACM; 2018. p. 2031 40 . Parameswaran K , Victor P , Hassan Jameel A , Mohamed Ali K . Not all attributes are created equal: d x private mechanisms for linear queries. Proc. Privacy Enhancing Technol. 2020;2020(001):103 25 . Parra Arnau J . Optimized, direct sale of privacy in personal data marketplaces. Inf.",Method,0.5,0.7,1.0,0.75,0.4899999999999999,0.3674999999999999,0.85,W3210061505,2021
https://openalex.org/W3210061505,https://openalex.org/W2743929098,"e vent circumvention from buyers on arbitrage pricing and from data owners on untruthful privacy valuation? Just as Facebook (2018) and Twitter (2018) , once involved the disclo sure of personal privacy, it is necessary for individuals to pro tect their personal big data before participating in the trans action, and differential privacy protection can be achieved by adding noise interference. Adding different degrees of noise variance ( Cummings et al., 2015 ) can achieve different degrees of privacy protection, obtain data with different levels of ac curacy, and make the data have a different utility and price. The higher the noise, the lower the accuracy, the lower the price, and vice versa. More importantly, adding noise makes it more difficult for

... [另一次引用] ...

s individuals to actively select privacy compensation functions for their privacy atti tude while ensuring an arbitrage free condition. □ 4.3. Reverse pricing Information technology has made pricing strategies such as reverse pricing and revenue sharing ever easier to implement, especially when the transaction is done online. Correspond ingly, Liu and Shuai (2015) expected such pricing strategies to become more relevant and their welfare implications more important over time. Here, reverse pricing refers to the calculation of the query price π(Q) according to the arbitrage free pricing function in Section 3 and to the reasonable allocation of compensation a

... [另一次引用] ...

/opinion/ facebooklax privacy rules.html/ . Fricker, S., Maksimov, Y., 2017. Pricing of data products in data marketplaces. vol. 304, pp. 49 66. Ganzhao Y , Zhenjie Z , Marianne W , Xiaokui X , Yin Y , Zhifeng H . Optimizing batch linear queries under exact and approximate differential privacy. ACM Trans. Database Syst. (TODS) 2015;040(002):1 47 . Ghosh A , Roth A . Selling privacy at auction. Games Econ. Behav. 2015;91(C):334 46 . Gkatzelis V , Aperjis C , Huberman B . Pricing private data. Electron. Mark. 2015;25(2):109 23 . Guo B , Qiang LI , Duan XL , Shen YC , Dong XQ , Zhang H , Shen Y , Zhang ZL , Luo J . Personal data",Method,0.8,0.9,1.0,0.9,0.81,0.7290000000000001,0.9,W3210061505,2021
https://openalex.org/W3210061505,https://openalex.org/W2759182208,"0(1):126 43 . Haddadi H , Mortier R , Hand S . Privacy analytics. Acm Sigcomm Comput. Commun. Rev. 2012;42(2):94 8 . Halevy AY . Answering queries using views: a survey. VLDB J. 2001;10(4):270 94 . Jorgensen Z , Yu T , Cormode G . Conservative or liberal? Personalized differential privacy. In: 2015 IEEE 31st International Conference on Data Engineering. IEEE; 2015. p. 1023 34 . Kiyomoto, S., 2016. Data value estimation for privacy preserving big/personal data businesses. Koutris P , Upadhyaya P , Balazinska M , Howe B , Dan S . Query based data pricing. J. ACM 2015;62(5):1 44 . Koutris P , Upadhyaya P , Balazinska M , Howe B , Suciu D . Querymarket demonstration: pricing for online data mar

... [另一次引用] ...

2.005 Li C , Li D , Miklau G , Suciu D . A theory of pricing private data. Commun. ACM 2017;60(12):79 86 . Li, C., Miklau, G., 2012. Pricing aggregate queries in a data marketplace. Webdb. Liang F , Yu W , An D , Yang Q , Fu X , Zhao W . A survey on big data market: pricing, trading and protection. Ieee Access 2018;6:15132 54 . Liu CC , Chakraborty S , Mittal P . In: The Network and Distributed System Security Symposium 2016. Dependence makes you vulnerable: differential privacy under dependent tuples. Internet Society; 2016 . Liu Q , Shuai J . Reverse pricing and revenue sharing in a vertical market. Manag. Decis. Econ. 2015;36(5):299 313 . Malgieri G , Custers B .",Method,0.0,0.8,1.0,0.5,0.6400000000000001,0.32,0.9,W3210061505,2021
https://openalex.org/W3210061505,https://openalex.org/W2765365501,"on among different users will become important. The second challenge is how to trade personal big data fairly while protecting privacy. In other words, how should a reasonable trading framework be designed to pre vent circumvention from buyers on arbitrage pricing and from data owners on untruthful privacy valuation? Just as Facebook (2018) and Twitter (2018) , once involved the disclo sure of personal privacy, it is necessary for individuals to pro tect their personal big data before participating in the trans action, and differential privacy protection can be achieved by adding noise interference. Adding different degrees of noise

... [另一次引用] ...

he privacy loss of indi vidual i is defined as formula (13) : ε i (M ) = sup D (L,R ) ,O | log Pr (M (D (L, R )) ∈ O ) Pr (M (D ′ (L, R )) ∈ O ) | (13) As can be seen from the definition of privacy loss of the individual, its size depends on the mechanism. We choose the Laplace mechanism to measure privacy loss, and privacy loss is the function output of variance and dependence sensitivity. Theorem 7 ( Niu et al. (2018) ) . Let M represent a dependent per turbation mechanism v , the variance of Laplace noise; f, the query c o m p u t e r s & s e c u r i t y 1 1 3 ( 2 0 2 2 ) 1 0 2 5 2 9 7 function; and DS f i , the dependent sensitivity. Then, the upper bound of the privacy loss of individual i can be expressed a

... [另一次引用] ...

form that al lows individuals to trade and monetize their data. Kiyomoto (2016) suggested that an optimal solution can be found be tween value and anonymity when publishing personal big data. Liang et al. (2018) focused on designing a data trading platform that can achieve efficiency, security, and privacy pro tection. Chen et al. (2017) proposed a practical framework for pricing cloud datasets and resources. Nget et al. (2018) pro posed a practical personal big data trading framework that strikes a balance between money and privacy. In the dif ferentially private top k selection problem, Bafna and Ull man (2017) considered that this can be solved with the well known exponential mechanism and composition prop erties of d",Method,0.8,0.9,1.0,0.9,0.81,0.7290000000000001,0.9,W3210061505,2021
https://openalex.org/W3210061505,https://openalex.org/W2790400697,"value estimation for privacy preserving big/personal data businesses. Koutris P , Upadhyaya P , Balazinska M , Howe B , Dan S . Query based data pricing. J. ACM 2015;62(5):1 44 . Koutris P , Upadhyaya P , Balazinska M , Howe B , Suciu D . Querymarket demonstration: pricing for online data markets. Proc. VLDB Endow. 2012;5(12):1962 5 . Leroy, S., Werner, J., 2018. Arbitrage and Positive Pricing. pp. 24 34. 10.1017/cbo9781139162272.005 Li C , Li D , Miklau G , Suciu D . A theory of pricing private data. Commun. ACM 2017;60(12):79 86 . Li, C., Miklau, G., 2012. Pricing aggregate queries in a data marketplace. Webdb.",Method,0.85,0.9,1.0,0.925,0.81,0.7492500000000001,0.9,W3210061505,2021
https://openalex.org/W2289113545,https://openalex.org/W1994174199,"h the Internet. Such devices can be sensors/actuators that are able to operate and transmit data without or with minimal human interven tion. IoT has great influence in many areas, and there have been many IoT applications implemented such as healthcare, transportation, logistics, and manufacturing [1]. However, the development of IoT is facing many challenges, especially for data management [2]. Due to the special characteristics of IoT systems and services (e.g., heterogeneous large scale architec ture, diverse and enormous data), traditional data manage ment approaches may become intractable,",Introduction,0.0,0.6,0.2,0.5,0.36,0.036,0.8,W2289113545,2016
https://openalex.org/W2919782326,https://openalex.org/W2612128091,"We ﬁrst prove that any XM ∈ SM,t is a Markov quilt of Xt by Deﬁnition 2 and d separation. We next prove that for any Markov quilt XM ′ /∈SM,t, there exists XM ∈SM,t such that the upper bound of privacy loss over XM is no more than that over XM ′. Interested readers can refer to our technical report [22] for detailed proofs of Theorem 1 and Lemma 1. B. Privacy Compensation After quantifying the privacy loss ξt, we consider the second component of HORAE, namely the privacy compensation mechanism for the data owner. Just as [10], we ﬁrst introduce a nondecreasing contract function ω(ξt) between the d

... [另一次引用] ...

, but with a lower variance 1 n2 n i=1 vi. If the pricing function π(·) is arbitrage free, then the following conditional statement must hold: 1 n2 n i=1 vi ≤ v ⇒n i=1 π (XQ, vi) ≥π (XQ, v) . We further give Lemma 2 to thwart the above attack, and put its detailed proof into our technical report [22]. Lemma 2. For any arbitrage free pricing function π(Q) that depends on two independent parts XQ and v, it decreases not faster than 1/v. According to Lemma 2, we revise the basic pricing function π(Q) = ρ(Q) =  Xt∈XQ ρ(ξt). We recall that the valid pri vacy compensation function ρ(ξt) hinges on th

... [另一次引用] ...

privacy,” in Proc. of PODS, 2012, pp. 77 88. [20] S. Song, Y. Wang, and K. Chaudhuri, “Pufferﬁsh privacy mechanisms for correlated data,” in Proc. of SIGMOD, 2017, pp. 1291 1306. [21] C. Dwork, G. N. Rothblum, and S. P. Vadhan, “Boosting and differential privacy,” in Proc. of FOCS, 2010, pp. 51 60. [22] “Technical Report for HORAE,” https://www.dropbox.com/s/ dkx6a4c2vw901pe/, 2018. [23] M. Balcan, A. Blum, and Y. Mansour, “Item pricing for revenue maximization,” in Proc. of EC, 2008, pp. 50 59. [24] “ARAS Dataset,” https://www.cmpe.boun.edu.tr/aras/, 2013. [25] “Source Code for HORAE,” https://gi",Method,0.85,0.9,1.0,0.925,0.81,0.7492500000000001,0.95,W2919782326,2019
https://openalex.org/W4226305897,https://openalex.org/W2293940046,"ketplaces have only been commercialized in a few cases (such as Dawex, Data Intelligence Hub, and Advaneo) [4]. Commercialization of such marketplaces enables the creation of new products and services. It is especially beneﬁcial for organizations that do not have proprietary access to required data [6]. Moreover, commercialization can foster the integration of third party providers into data marketplaces, enabling them to enhance marketplace offerings by providing complementary products and services. This paper considers all data marketplace archetypes revealed by Fruhwirth, Rachinger, and Prlja

... [另一次引用] ...

kets with greater control vs. large markets with less control over data. Another topic is the exploration of stolen data markets that speciﬁcally discuss the processes and market forces that shape the relationship between involved actors and available products [101]. Finally, W. Thomas and Leiponen [6] and Oliveira, Lima and Lóscio [99] review data ecosystems in the literature and propose research agenda. Subsequently, the category of demographic aspects can be broadly deﬁned as the description distribution of speciﬁc actor properties, such as population. The topic discussed in this category cove",Discussion,0.5,0.7,0.6,0.75,0.4899999999999999,0.2204999999999999,0.85,W4226305897,2021
