edge_id,source_id,target_id,has_llm_score,alignment_status,section,sentiment,relevance,confidence,q_ij,q_source,shared_authors_count,rho_ij,rho_extended,tau_ij,w_semantic,w_time,w_semantic_temporal,w_semantic_relation,w_full_final,w_extended_final,q_no_sentiment,w_semantic_no_sentiment,w_semantic_temporal_no_sentiment,w_full_no_sentiment
W4226305897->W2293940046,W4226305897,W2293940046,True,high_confidence,Methodology,0.5,0.8,0.9,0.4800000000000001,DeepSeek_target_aligned,0,1.0,1.0,0.45454545454545453,0.4800000000000001,0.45454545454545453,0.21818181818181823,0.4800000000000001,0.21818181818181823,0.21818181818181823,0.6400000000000001,0.6400000000000001,0.29090909090909095,0.29090909090909095
W3121615946->W2533772775,W3121615946,W2533772775,False,,Other,0.0,0.0,,0.3,default_fallback,0,1.0,1.0,0.5555555555555556,0.3,0.5555555555555556,0.16666666666666666,0.3,0.16666666666666666,0.16666666666666666,0.3,0.3,0.16666666666666666,0.16666666666666666
W2514159439->W2045522464,W2514159439,W2045522464,True,high_confidence,Methodology,0.0,0.9,1.0,0.405,DeepSeek_target_aligned,0,1.0,0.5,0.8333333333333334,0.405,0.8333333333333334,0.3375,0.405,0.3375,0.16875,0.81,0.81,0.675,0.675
W2934375453->W2743929098,W2934375453,W2743929098,True,grouped,Methodology,0.5,0.6,0.9,0.27,DeepSeek_target_aligned,0,1.0,1.0,0.7142857142857143,0.27,0.7142857142857143,0.19285714285714287,0.27,0.19285714285714287,0.19285714285714287,0.36000000000000004,0.36000000000000004,0.2571428571428572,0.2571428571428572
W2934375453->W2759182208,W2934375453,W2759182208,True,grouped,Methodology,0.5,0.6,0.7,0.27,DeepSeek_target_aligned,0,1.0,1.0,0.7142857142857143,0.27,0.7142857142857143,0.19285714285714287,0.27,0.19285714285714287,0.19285714285714287,0.36000000000000004,0.36000000000000004,0.2571428571428572,0.2571428571428572
W3195579788->W2168402580,W3195579788,W2168402580,True,high_confidence,Introduction,0.5,0.7,0.8,0.147,DeepSeek_target_aligned,0,1.0,1.0,0.3333333333333333,0.147,0.3333333333333333,0.048999999999999995,0.147,0.048999999999999995,0.048999999999999995,0.19599999999999998,0.19599999999999998,0.06533333333333333,0.06533333333333333
W3195579788->W2473283431,W3195579788,W2473283431,True,high_confidence,Other,0.0,0.7,0.9,0.0489999999999999,DeepSeek_target_aligned,0,1.0,1.0,0.45454545454545453,0.0489999999999999,0.45454545454545453,0.022272727272727225,0.0489999999999999,0.022272727272727225,0.022272727272727225,0.0979999999999998,0.0979999999999998,0.04454545454545445,0.04454545454545445
W3195579788->W2612128091,W3195579788,W2612128091,True,high_confidence,Introduction,0.5,0.8,0.9,0.192,DeepSeek_target_aligned,0,1.0,1.0,0.5,0.192,0.5,0.096,0.192,0.096,0.096,0.256,0.256,0.128,0.128
W3195579788->W2743929098,W3195579788,W2743929098,True,high_confidence,Methodology,0.5,0.8,0.9,0.4800000000000001,DeepSeek_target_aligned,0,1.0,1.0,0.5,0.4800000000000001,0.5,0.24000000000000005,0.4800000000000001,0.24000000000000005,0.24000000000000005,0.6400000000000001,0.6400000000000001,0.32000000000000006,0.32000000000000006
W3195579788->W2765365501,W3195579788,W2765365501,True,grouped,Introduction,0.5,0.4,0.8,0.048,DeepSeek_target_aligned,0,1.0,1.0,0.5,0.048,0.5,0.024,0.048,0.024,0.024,0.064,0.064,0.032,0.032
W3195579788->W2790400697,W3195579788,W2790400697,True,grouped,Introduction,0.0,0.1,0.9,0.002,DeepSeek_target_aligned,0,1.0,1.0,0.5555555555555556,0.002,0.5555555555555556,0.0011111111111111111,0.002,0.0011111111111111111,0.0011111111111111111,0.004,0.004,0.0022222222222222222,0.0022222222222222222
W3195579788->W3084177365,W3195579788,W3084177365,True,grouped,Introduction,0.4,0.7,0.9,0.1371999999999999,DeepSeek_target_aligned,0,1.0,0.5,0.7142857142857143,0.1371999999999999,0.7142857142857143,0.09799999999999993,0.1371999999999999,0.09799999999999993,0.04899999999999997,0.19599999999999987,0.19599999999999987,0.1399999999999999,0.1399999999999999
W3084177365->W2010653253,W3084177365,W2010653253,True,high_confidence,Introduction,0.3,0.5,0.9,0.065,DeepSeek_target_aligned,0,1.0,1.0,0.4166666666666667,0.065,0.4166666666666667,0.027083333333333334,0.065,0.027083333333333334,0.027083333333333334,0.1,0.1,0.04166666666666667,0.04166666666666667
W3084177365->W2168402580,W3084177365,W2168402580,True,high_confidence,Methodology,0.5,0.8,0.9,0.4800000000000001,DeepSeek_target_aligned,0,1.0,1.0,0.38461538461538464,0.4800000000000001,0.38461538461538464,0.18461538461538465,0.4800000000000001,0.18461538461538465,0.18461538461538465,0.6400000000000001,0.6400000000000001,0.24615384615384622,0.24615384615384622
W3084177365->W2293940046,W3084177365,W2293940046,True,high_confidence,Methodology,0.5,0.8,0.9,0.4800000000000001,DeepSeek_target_aligned,0,1.0,1.0,0.5,0.4800000000000001,0.5,0.24000000000000005,0.4800000000000001,0.24000000000000005,0.24000000000000005,0.6400000000000001,0.6400000000000001,0.32000000000000006,0.32000000000000006
W3084177365->W2612128091,W3084177365,W2612128091,True,high_confidence,Methodology,0.5,0.8,0.9,0.4800000000000001,DeepSeek_target_aligned,0,1.0,1.0,0.625,0.4800000000000001,0.625,0.30000000000000004,0.4800000000000001,0.30000000000000004,0.30000000000000004,0.6400000000000001,0.6400000000000001,0.4000000000000001,0.4000000000000001
W3084177365->W2734426755,W3084177365,W2734426755,True,high_confidence,Introduction,0.6,0.7,0.9,0.1568,DeepSeek_target_aligned,0,1.0,1.0,0.625,0.1568,0.625,0.098,0.1568,0.098,0.098,0.19599999999999998,0.19599999999999998,0.12249999999999998,0.12249999999999998
W3084177365->W2743929098,W3084177365,W2743929098,True,high_confidence,Methodology,0.5,0.7,0.9,0.3674999999999999,DeepSeek_target_aligned,0,1.0,1.0,0.625,0.3674999999999999,0.625,0.22968749999999993,0.3674999999999999,0.22968749999999993,0.22968749999999993,0.4899999999999998,0.4899999999999998,0.3062499999999999,0.3062499999999999
W3084177365->W2765365501,W3084177365,W2765365501,True,high_confidence,Introduction,0.5,0.4,0.9,0.048,DeepSeek_target_aligned,0,1.0,1.0,0.625,0.048,0.625,0.03,0.048,0.03,0.03,0.064,0.064,0.04,0.04
W3084177365->W2790400697,W3084177365,W2790400697,True,high_confidence,Introduction,0.3,0.5,0.9,0.065,DeepSeek_target_aligned,0,1.0,1.0,0.7142857142857143,0.065,0.7142857142857143,0.04642857142857143,0.065,0.04642857142857143,0.04642857142857143,0.1,0.1,0.07142857142857144,0.07142857142857144
W3084177365->W2974598553,W3084177365,W2974598553,True,high_confidence,Introduction,0.7,0.9,1.0,0.2754,DeepSeek_target_aligned,0,1.0,1.0,0.8333333333333334,0.2754,0.8333333333333334,0.22949999999999998,0.2754,0.22949999999999998,0.22949999999999998,0.324,0.324,0.27,0.27
W3121615946->W2790400697,W3121615946,W2790400697,False,,Other,0.0,0.0,,0.3,default_fallback,0,1.0,1.0,0.7142857142857143,0.3,0.7142857142857143,0.21428571428571427,0.3,0.21428571428571427,0.21428571428571427,0.3,0.3,0.21428571428571427,0.21428571428571427
W2790400697->W2765365501,W2790400697,W2765365501,True,high_confidence,Methodology,0.5,0.6,0.8,0.27,DeepSeek_target_aligned,0,1.0,1.0,0.8333333333333334,0.27,0.8333333333333334,0.22500000000000003,0.27,0.22500000000000003,0.22500000000000003,0.36000000000000004,0.36000000000000004,0.30000000000000004,0.30000000000000004
W3040491562->W2533772775,W3040491562,W2533772775,True,high_confidence,Methodology,0.5,0.7,0.9,0.3674999999999999,DeepSeek_target_aligned,0,1.0,1.0,0.5555555555555556,0.3674999999999999,0.5555555555555556,0.2041666666666666,0.3674999999999999,0.2041666666666666,0.2041666666666666,0.4899999999999998,0.4899999999999998,0.27222222222222214,0.27222222222222214
W2790400697->W2743929098,W2790400697,W2743929098,True,high_confidence,Methodology,0.5,0.7,0.8,0.3674999999999999,DeepSeek_target_aligned,0,1.0,1.0,0.8333333333333334,0.3674999999999999,0.8333333333333334,0.3062499999999999,0.3674999999999999,0.3062499999999999,0.3062499999999999,0.4899999999999998,0.4899999999999998,0.4083333333333332,0.4083333333333332
W3002742063->W2289113545,W3002742063,W2289113545,True,high_confidence,Introduction,0.5,0.6,0.9,0.108,DeepSeek_target_aligned,0,1.0,1.0,0.5555555555555556,0.108,0.5555555555555556,0.060000000000000005,0.108,0.060000000000000005,0.060000000000000005,0.144,0.144,0.08,0.08
W2974598553->W3123243120,W2974598553,W3123243120,False,,Other,0.0,0.0,,0.3,default_fallback,0,1.0,0.5,1.0,0.3,1.0,0.3,0.3,0.3,0.15,0.3,0.3,0.3,0.3
W3089176333->W2293940046,W3089176333,W2293940046,True,high_confidence,Introduction,0.5,0.7,0.9,0.147,DeepSeek_target_aligned,0,1.0,1.0,0.5,0.147,0.5,0.0735,0.147,0.0735,0.0735,0.19599999999999998,0.19599999999999998,0.09799999999999999,0.09799999999999999
W3089176333->W2612128091,W3089176333,W2612128091,True,high_confidence,Introduction,0.0,0.3,0.9,0.018,DeepSeek_target_aligned,0,1.0,1.0,0.625,0.018,0.625,0.01125,0.018,0.01125,0.01125,0.036,0.036,0.0225,0.0225
W3089176333->W2743929098,W3089176333,W2743929098,True,high_confidence,Methodology,0.2,0.9,0.8,0.486,DeepSeek_target_aligned,0,1.0,1.0,0.625,0.486,0.625,0.30374999999999996,0.486,0.30374999999999996,0.30374999999999996,0.81,0.81,0.5062500000000001,0.5062500000000001
W3089176333->W2920282816,W3089176333,W2920282816,True,high_confidence,Introduction,0.4,0.6,0.9,0.1007999999999999,DeepSeek_target_aligned,0,1.0,1.0,0.8333333333333334,0.1007999999999999,0.8333333333333334,0.08399999999999992,0.1007999999999999,0.08399999999999992,0.08399999999999992,0.14399999999999988,0.14399999999999988,0.1199999999999999,0.1199999999999999
W4226382147->W2045522464,W4226382147,W2045522464,True,high_confidence,Introduction,0.8,0.7,1.0,0.1764,DeepSeek_target_aligned,0,1.0,0.5,0.4166666666666667,0.1764,0.4166666666666667,0.07350000000000001,0.1764,0.07350000000000001,0.036750000000000005,0.196,0.196,0.08166666666666668,0.08166666666666668
W2533772775->W2168402580,W2533772775,W2168402580,True,high_confidence,Methodology,0.5,0.6,0.8,0.27,DeepSeek_target_aligned,0,1.0,1.0,0.5555555555555556,0.27,0.5555555555555556,0.15000000000000002,0.27,0.15000000000000002,0.15000000000000002,0.36000000000000004,0.36000000000000004,0.20000000000000004,0.20000000000000004
W2996741051->W2010653253,W2996741051,W2010653253,True,high_confidence,Introduction,0.4,0.6,0.9,0.1007999999999999,DeepSeek_target_aligned,0,1.0,1.0,0.45454545454545453,0.1007999999999999,0.45454545454545453,0.04581818181818177,0.1007999999999999,0.04581818181818177,0.04581818181818177,0.14399999999999988,0.14399999999999988,0.06545454545454539,0.06545454545454539
W3186955607->W2018362551,W3186955607,W2018362551,False,,Other,0.0,0.0,,0.3,default_fallback,0,1.0,1.0,0.45454545454545453,0.3,0.45454545454545453,0.13636363636363635,0.3,0.13636363636363635,0.13636363636363635,0.3,0.3,0.13636363636363635,0.13636363636363635
W2473283431->W1841962286,W2473283431,W1841962286,True,high_confidence,Result,0.2,0.9,0.8,0.486,DeepSeek_target_aligned,0,1.0,1.0,0.625,0.486,0.625,0.30374999999999996,0.486,0.30374999999999996,0.30374999999999996,0.81,0.81,0.5062500000000001,0.5062500000000001
W2473283431->W2180742472,W2473283431,W2180742472,True,high_confidence,Methodology,0.6,0.7,0.9,0.3919999999999999,DeepSeek_target_aligned,0,1.0,1.0,0.8333333333333334,0.3919999999999999,0.8333333333333334,0.3266666666666666,0.3919999999999999,0.3266666666666666,0.3266666666666666,0.4899999999999999,0.4899999999999999,0.40833333333333327,0.40833333333333327
W2473283431->W2289113545,W2473283431,W2289113545,False,,Other,0.0,0.0,,0.3,default_fallback,6,0.14285714285714285,0.029411764705882353,1.0,0.3,1.0,0.3,0.04285714285714285,0.04285714285714285,0.008823529411764706,0.3,0.3,0.3,0.04285714285714285
W2790400697->W2168402580,W2790400697,W2168402580,True,high_confidence,Methodology,0.5,0.6,0.8,0.27,DeepSeek_target_aligned,0,1.0,1.0,0.45454545454545453,0.27,0.45454545454545453,0.12272727272727273,0.27,0.12272727272727273,0.12272727272727273,0.36000000000000004,0.36000000000000004,0.16363636363636366,0.16363636363636366
W2790400697->W2289113545,W2790400697,W2289113545,True,high_confidence,Methodology,0.5,0.7,0.9,0.3674999999999999,DeepSeek_target_aligned,0,1.0,1.0,0.7142857142857143,0.3674999999999999,0.7142857142857143,0.2624999999999999,0.3674999999999999,0.2624999999999999,0.2624999999999999,0.4899999999999998,0.4899999999999998,0.34999999999999987,0.34999999999999987
W2790400697->W2293940046,W2790400697,W2293940046,True,high_confidence,Methodology,0.5,0.7,0.8,0.3674999999999999,DeepSeek_target_aligned,0,1.0,1.0,0.625,0.3674999999999999,0.625,0.22968749999999993,0.3674999999999999,0.22968749999999993,0.22968749999999993,0.4899999999999998,0.4899999999999998,0.3062499999999999,0.3062499999999999
W2790400697->W2473283431,W2790400697,W2473283431,True,high_confidence,Methodology,0.5,0.7,0.9,0.3674999999999999,DeepSeek_target_aligned,0,1.0,1.0,0.7142857142857143,0.3674999999999999,0.7142857142857143,0.2624999999999999,0.3674999999999999,0.2624999999999999,0.2624999999999999,0.4899999999999998,0.4899999999999998,0.34999999999999987,0.34999999999999987
W2790400697->W2533772775,W2790400697,W2533772775,True,high_confidence,Introduction,0.0,0.3,0.8,0.018,DeepSeek_target_aligned,0,1.0,1.0,0.7142857142857143,0.018,0.7142857142857143,0.012857142857142857,0.018,0.012857142857142857,0.012857142857142857,0.036,0.036,0.025714285714285714,0.025714285714285714
W2790400697->W2734426755,W2790400697,W2734426755,True,high_confidence,Other,0.0,0.4,0.7,0.016,DeepSeek_target_aligned,0,1.0,1.0,0.8333333333333334,0.016,0.8333333333333334,0.013333333333333334,0.016,0.013333333333333334,0.013333333333333334,0.032,0.032,0.02666666666666667,0.02666666666666667
W4226305897->W2533772775,W4226305897,W2533772775,True,grouped,Discussion,0.5,0.7,0.9,0.2572499999999999,DeepSeek_target_aligned,0,1.0,1.0,0.5,0.2572499999999999,0.5,0.12862499999999996,0.2572499999999999,0.12862499999999996,0.12862499999999996,0.3429999999999999,0.3429999999999999,0.17149999999999996,0.17149999999999996
W3008256197->W2974598553,W3008256197,W2974598553,False,,Other,0.0,0.0,,0.3,default_fallback,0,1.0,0.3333333333333333,0.8333333333333334,0.3,0.8333333333333334,0.25,0.3,0.25,0.08333333333333333,0.3,0.3,0.25,0.25
W2010653253->W2097281067,W2010653253,W2097281067,False,,Other,0.0,0.0,,0.3,default_fallback,4,0.2,0.05555555555555555,0.8333333333333334,0.3,0.8333333333333334,0.25,0.06,0.05,0.013888888888888888,0.3,0.3,0.25,0.05
