Source_ID,Target_ID,Context_Text,LLM_Section,LLM_Sentiment,LLM_Relevance,Weight_Loc,Weight_Sent,Weight_Rel,Weight_Combined,Confidence,source_id,target_id,edge_id,alignment_status,reference_match_method,reference_match_score,num_mentions,use_filtered_semantic_score,filtered_weight_combined,filtered_q_mode
https://openalex.org/W3202764263,https://openalex.org/W2974598553,"For any feature xk ∈Ω−i , and loss func tion l, the (original) Shapley allocation policy 휓sh k (l) is given by In the case where features are independent, considering a linear regression and a quadratic loss function, one has 휓sh k (l) = 휓loo k (l) . Even in the linear case and with quadratic loss, if features are not independent, spurious allocation may be obtained when employing the leave one out strategy, as hinted by Agarwal et al. (2019). For instance, consider two features xk and xk′ being correlated perfectly, the mar ginal value of each feature as given by 휓loo k (l) and 휓loo k (l) would be 0 if using the first estimator in (28). In contrast if using the second estimator in (28), 휓loo k (l) and 휓loo k (l) would correctly reveal",Method,0.25,0.75,1.0,0.625,0.5625,0.3515625,0.85,W3202764263,W2974598553,W3202764263->W2974598553,failed,pdf_missing,0.0,0,False,0.3,fallback_default
https://openalex.org/W2509511072,https://openalex.org/W1994174199,"In this work, we evaluate the benefits of rollover data for both ISPs and users as well as identify the types of users who would upgrade to rollover data plans. To do so, we consider two alternatives: a smaller data plan without rollover data, and a more expensive data plan with larger monthly quota that does include rollover data. We find that moderately price-sensitive users benefit from rollover data: price-insensitive users would not have any data to rollover, while extremely price-sensitive users would not find the rollover data worth its higher cost. Under specific bounds on the size of the rollover data plan’s monthly quota, we find that users can obtain more utility and ISPs can profit from rollover data, which is verified on one year of usage data from a U.S. ISP.",Result,0.65,0.7,0.8,0.825,0.4899999999999999,0.3233999999999999,0.9,W2509511072,W1994174199,W2509511072->W1994174199,high_confidence,title_exact,0.97,1,True,0.3233999999999999,keep_original
https://openalex.org/W2509511072,https://openalex.org/W2010653253,"n proﬁt from rollover data, which is veriﬁed on one year of usage data from a U.S. ISP. I. INTRODUCTION Most Internet service providers (ISPs) today charge their users a ﬂat fee for a limited amount of mobile data that can be used each month, with steep overage fees for exceeding this monthly quota [1]. Moreover, in most cases, leftover data at the end of each month cannot be rolled over into subsequent months. Although users would not like to lose their unused data, the rapid growth in demand and cost of network trafﬁc management are holding ISPs back from offering rollover data, as doing so wou

... [另一次引用] ...

+ (π −c) ¯d  ¯p ¯dπ  1 α −dπ (b) ≤p −c ¯d, where (a) is due to (10) and (b) is due to (16). Again, due to (10), (15) satisﬁes Rw ≥¯p−c ¯d, which veriﬁes our intuition that users would have some data to rollover after upgrading. Since p < ¯p, it is straightforward to see that Rw > Rw/o. REFERENCES [1] S. Sen, C. Joe Wong, S. Ha, and M. Chiang, “",Introduction,0.5,0.8,0.2,0.75,0.6400000000000001,0.096,0.9,W2509511072,W2010653253,W2509511072->W2010653253,high_confidence,title_exact,0.97,1,True,0.096,keep_original
https://openalex.org/W4288391541,https://openalex.org/W3215634159,"blockchain is immutable. Every transaction has been digitally signed with a private key utilizing asymmetric cryptography to assure integrity, security, and immutability [32]. Only the public key owner can authenticate the signing entity. These signatures prevent tampering with the transaction data [33]. The blockchain communication network is decentralized and peer to peer, which solves the problem of a single point of failure. Blockchain utilizes a consensus protocol instead of a central authority to settle disagreements between nodes in a distributed application [32]. A consensus protocol is us

... [另一次引用] ...

icles activity tracking beyond 5G networks,’’ Peer Peer Netw. Appl., vol. 14, no. 5, pp. 2757 2774, Sep. 2021. [32] M. H. Nasir, J. Arshad, M. M. Khan, M. Fatima, K. Salah, and R. Jayaraman, ‘‘Scalable blockchains A systematic review,’’ Future Gener. Comput. Syst., vol. 126, pp. 136 162, Jan. 2022. [33] J. Shah, S. Agarwal, A. Shukla, S. Tanwar, S. Tyagi, and N. Kumar, ‘‘Blockchain based scheme for the mobile number portability,’’ J. Inf. Secur. Appl., vol. 58, May 2021, Art. no. 102764. [34] R. Kakkar, R. Gupta, S. Tanwar, and J. J. Rodrigues, ‘‘",Method,0.85,0.9,1.0,0.925,0.81,0.7492500000000001,0.9,W4288391541,W3215634159,W4288391541->W3215634159,failed,failed,0.5306849315068494,1,False,0.3,fallback_default
https://openalex.org/W2919782326,https://openalex.org/W2168402580,"dividual privacy loss. However, these works cannot directly apply to our context, since we intend to investigate a sequence of data from a certain data owner, and to quantify her privacy loss at each timestamp. Although two modiﬁed versions of differential privacy, called entry differential privacy [14] and group differential privacy [15], may be applicable, they mis handle temporal correlations, where all states are assumed to be independent (resp., correlated) in the entry (resp., group) d ifferential privacy. In other words, they treat each state equally, which is unreasonable in practice. For

... [另一次引用] ...

2040. [12] C. Dwork, F. McSherry, K. Nissim, and A. D. Smith, “Calibrating noise to sensitivity in private data analysis,” in Proc. of TCC, 2006, pp. 265 284. [13] C. Liu, S. Chakraborty, and P. Mittal, “Dependence makes you vulnber able: Differential privacy under dependent tuples,” in NDSS, 2016. [14] M. Hardt and A. Roth, “Beyond worst case analysis in private singular vector computation,” in Proc. of STOC, 2013, pp. 331 340. [15] C. Dwork and A. Roth, “The algorithmic foundations of differential privacy,” Foundations and Trends in Theoretical Computer Science, vol. 9, no. 3 4, pp. 211 407, 201",Method,0.6,0.8,1.0,0.8,0.6400000000000001,0.5120000000000001,0.9,W2919782326,W2168402580,W2919782326->W2168402580,failed,no_reference_entries,0.0,0,False,0.3,fallback_default
https://openalex.org/W4210813858,https://openalex.org/W2612128091,"orm. Then data buyers submit queries to the platform, and the platform generates the objective function and corresponding constraints, forming an ILP problem to get the prices. Researchers improved their studies and proposed a framework that allows the price of any query to be derived automatically [26].",Method,0.6,0.8,1.0,0.8,0.6400000000000001,0.5120000000000001,0.9,W4210813858,W2612128091,W4210813858->W2612128091,high_confidence,title_exact,0.97,1,True,0.5120000000000001,keep_original
https://openalex.org/W4210813858,https://openalex.org/W2293940046,"he increase of dimension, the complex ity of calculation increases greatly. Meanwhile, data buyers have to purchase the whole dataset even if they are only inter ested in particular information extracted from the dataset. 2. Query based pricing. Query based pricing was proposed as QueryMarket [24], [25]. They argued that the data owners upload the entire datasets with clear price points deﬁned in advance to the market service platform. Then data buyers submit queries to the platform, and the platform generates the objective function and corresponding constraints, forming an ILP problem to get the

... [另一次引用] ...

stakeholders in IoT data markets,’’ IEEE Internet Things J., vol. 7, no. 4, pp. 3623 3639, Apr. 2020. [24] P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, ‘‘Query Market demonstration: Pricing for online data markets,’’ Proc. VLDB Endowment, vol. 5, no. 12, pp. 1962 1965, Aug. 2012. [25] P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, ‘‘Toward practical query pricing with QueryMarket,’’ in Proc. ACM SIGMOD Int. Conf. Manage. Data, 2013, pp. 613 624. [26] P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, ‘‘",Method,0.85,0.9,1.0,0.925,0.81,0.7492500000000001,0.9,W4210813858,W2293940046,W4210813858->W2293940046,high_confidence,title_exact,0.97,1,True,0.7492500000000001,keep_original
https://openalex.org/W2508874533,https://openalex.org/W2010653253,"2019, and mobile video trafﬁc will account for 72% of the total mobile data trafﬁc by 2019 [1]. It will be enormous strain on already overburdened mobile networks to meet this big multimedia data demand, which drives mobile network operators to innovate new pricing schemes. Smart data pricing (SDP) [2] is likely to emerge as an effective way to inﬂuence the user behavior in utilizing network resources. However, multimedia smart pricing has largely been ignored in literature. In this paper, we propose a fundamentally new framework named Smart Media Pricing (SMP) to allocate different prices to dif

... [另一次引用] ...

e State Scholarship Fund. REFERENCES [1] Cisco, Cisco Visual Networking Index, “Global mobile data traf ﬁc forecast update 2014 2019. white paper c11 520862,” Avail able on http://www. cisco. com/c/en/us/solutions/collateral/service provider/visual networking index vni/white paper c11 520862. html. [2] S. Sen, C. Joe Wong, S. Ha, and M. Chiang, “Smart data pricing (SDP): economic solutions to network congestion,” ACM SIGCOMM Recent Advances in Networking, pp. 221 274, 2013. [3] A. Mas Colell, M. D. Whinston, J. R. Green et al., Microeconomic theory. Oxford university press New York, 1995, vol. 1.",Introduction,0.85,0.9,0.2,0.925,0.81,0.14985,0.9,W2508874533,W2010653253,W2508874533->W2010653253,grouped,title_exact,0.97,3,False,0.3,fallback_default
https://openalex.org/W4226305897,https://openalex.org/W2743929098,", X.; Wei, X.; Liu, Y.; Gao, S. On pricing approximate queries. Inf. Sci. 2018, 453, 198 215. [CrossRef] 60. Upadhyaya, P.; Balazinska, M.; Suciu, D. Price optimal querying with data APIs. Proc. VLDB Endow. 2016, 9, 1695 1706. [CrossRef] 61. Tang, R.; Wu, H.; Bao, Z.; Bressan, S.; Valduriez, P. The Price Is Right; Springer: Berlin/Heidelberg, Germany, 2013; pp. 380 394. 62. Wang, X.; Wei, X.; Gao, S.; Liu, Y.; Li, Z. A novel auction based query pricing schema. Int. J. Parallel Program. 2019, 47, 759 780. [CrossRef] 63. Yu, H.; Zhang, M.",Method,0.0,0.8,1.0,0.5,0.6400000000000001,0.32,0.9,W4226305897,W2743929098,W4226305897->W2743929098,high_confidence,title_exact,0.97,1,True,0.32,keep_original
https://openalex.org/W4226305897,https://openalex.org/W2765365501,"ed on this ﬁnding, the pattern of evolution of data marketplace research tends to follow the technology push (i.e., technological advancement drives innovation). We suggest three explanations for the dominance of technical research in data marketplaces literature. First, funding and project availability are intensely focused on the technological development of data marketplaces refer to the description of EU funded projects on data markets (https://cordis.europa.eu/programme/id/H2020_ICT 13 2018 2019, accessed on 9 August 2021). The European data strategy [1] provides a clear example of this, as it intends to “invest €2 billion in a European High Impact Project to develop data processing infrastructures, data sharing tools, [and] architectures.” Second, with recent increases in funding, ma

... [另一次引用] ...

s, S.; Pozo, A.; Alonso, Á.; Salvachúa, J.; Huecas, G. An Architecture for Providing Data Usage and Access Control in Data Sharing Ecosystems. Procedia Comput. Sci. 2019, 160, 590 597. [CrossRef] 15. Demchenko, Y.; Los, W.; de Laat, C. Data as economic goods: Deﬁnitions, properties, challenges, enabling technologies for future data markets. ITU J. ICT Discov. 2018, 1, 1 10. 16. Zhang, R.; Indulska, M.; Sadiq, S. Discovering Data Quality Problems. Bus. Inf. Syst. Eng. 2019, 61, 575 593. [CrossRef] 17. Schomakers, E. M.; Lidynia, C.; Zieﬂe, M. All of me? Users’ preferences for privacy preserving data markets and the importance of anonymity. Electron. Mark. 202

... [另一次引用] ...

.; Lidynia, C.; Zieﬂe, M. All of me? Users’ preferences for privacy preserving data markets and the importance of anonymity. Electron. Mark. 2020, 30, 649 665. [CrossRef] 18. Kamleitner, B.; Mitchell, V. W. Can consumers experience ownership for their personal data? From issues of scope and invisibility to agents handling our digital blueprints. In Psychological Ownership and Consumer Behavior; Springer: Cham, Switzerland, 2018; pp. 91 118. 19. Spiekermann, S.; Korunovska, J. Towards a value theory for personal data. J. Inf. Technol. 2017, 32, 62 84. [CrossRef] 20. Perera, C.; Wakenshaw, S.Y.; Baarslag, T.; Haddadi, H.; Bandara, A.K.; Mortier, R.; Crabtree, A.; Ng, I.C.; McAuley, D.; Crowcroft, J. Valorising the IoT datab",Discussion,0.65,0.8,0.6,0.825,0.6400000000000001,0.3168,0.9,W4226305897,W2765365501,W4226305897->W2765365501,grouped,title_exact,0.97,3,False,0.3,fallback_default
https://openalex.org/W4226305897,https://openalex.org/W2790400697,"auction based pricing using the Bayesian mathematical model [140,141], a pricing mechanism negotiation based on a negotiation game theory based in the energy domain [142], and a generic pricing mechanism based on a non cooperative game the ory in Mobile Crowdsensing [143]. Finally, Stahl and Vossen [144] discuss data quality criteria (such as accuracy, completeness) that can be used to relatively price data, while Jang et al. [145] propose a three hierarchal model of data trading and create a pricing function to achieve Nash Equilibrium (NE). 4. Discussion This paper aims to investigate the current",Discussion,0.85,0.9,0.6,0.925,0.81,0.44955,0.95,W4226305897,W2790400697,W4226305897->W2790400697,grouped,title_exact,0.97,2,False,0.3,fallback_default
https://openalex.org/W2758203152,https://openalex.org/W2010653253,"iance due to hard disk latency; to 32100 MHz, 16 cores per processor, no hyper threading. 60 SoCC’17, September 24 27, 2017, Santa Clara, CA, USA M. Shahrad et al. ensure the load is generated in the same way during each experi ment, we used the httpmon [32] workload generator in open sys tem model [51] and the same sequence of exponentially distributed inter arrival times; no non essential processes or cron scripts were running at the time of experiments. To foster replication of our results [21, 67] and make our contri bution more useful to other researchers, we published our experi mental setup

... [另一次引用] ...

r Infrastructure as a Service. In Proceedings of the 10th International Conference on Autonomic Computing (ICAC ’13). USENIX, San Jose, CA, 69ś82. [50] Joseph Lee Rodgers and W. Alan Nicewander. 1988. Thirteen Ways to Look at the Correlation Coeicient. The American Statistician 42, 1 (1988), 59ś66. [51] Bianca Schroeder, Adam Wierman, and Mor Harchol Balter. 2006. Open Versus Closed: A Cautionary Tale. In NSDI. USENIX. [52] Fred C Schweppe, Michael C Caramanis, Richard D Tabors, and Roger E Bohn. 2013. Spot pricing of electricity. Springer Science & Business Media. [53] Soumya Sen, Carlee Joe Wong",Method,0.0,0.2,1.0,0.5,0.04,0.02,0.8,W2758203152,W2010653253,W2758203152->W2010653253,failed,pdf_missing,0.0,0,False,0.3,fallback_default
